Temperature (K)	Pressure (MPa)	"Density (l, mol/m3)"	"Volume (l, m3/mol)"	"Internal Energy (l, kJ/mol)"	"Enthalpy (l, kJ/mol)"	"Entropy (l, J/mol*K)"	"Cv (l, J/mol*K)"	"Cp (l, J/mol*K)"	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
326	0.1								54771.26774	1.83E-05	3.985590683	3.987416458	13.34007486	72.28145233	75.34376461	1545.474379	-0.204641542	521.7068032	0.646887331	liquid
327	0.1								54744.96463	1.83E-05	4.060936577	4.062763229	13.57084616	72.19245774	75.34982418	1546.393399	-0.204081743	513.3341519	0.648001311	liquid
328	0.1								54718.31269	1.83E-05	4.136288657	4.138116199	13.80093174	72.10307446	75.35616188	1547.262444	-0.203523519	505.1812298	0.649093801	liquid
329	0.1								54691.31559	1.83E-05	4.211647201	4.213475645	14.03033662	72.01331785	75.36277453	1548.082173	-0.202966745	497.2403235	0.650164929	liquid
330	0.1								54663.97691	1.83E-05	4.287012481	4.288841839	14.25906575	71.92320314	75.36965954	1548.853233	-0.202411295	489.5040623	0.651214833	liquid
331	0.1								54636.30012	1.83E-05	4.362384769	4.364215054	14.48712406	71.83274543	75.37681489	1549.576258	-0.201857048	481.9653993	0.652243659	liquid
332	0.1								54608.28859	1.83E-05	4.437764334	4.439595558	14.7145164	71.74195969	75.38423906	1550.251869	-0.201303883	474.6175948	0.653251564	liquid
333	0.1								54579.94558	1.83E-05	4.513151446	4.514983621	14.94124758	71.65086075	75.39193106	1550.880673	-0.200751682	467.4541992	0.654238713	liquid
334	0.1								54551.27427	1.83E-05	4.588546372	4.59037951	15.16732237	71.5594633	75.39989031	1551.463267	-0.200200329	460.4690388	0.655205276	liquid
335	0.1								54522.27773	1.83E-05	4.663949378	4.665783491	15.39274549	71.46778185	75.40811668	1552.000233	-0.19964971	453.6562005	0.656151434	liquid
336	0.1								54492.95896	1.84E-05	4.739360733	4.741195832	15.61752163	71.3758308	75.41661045	1552.492143	-0.199099711	447.010019	0.657077371	liquid
337	0.1								54463.32086	1.84E-05	4.814780703	4.816616801	15.84165543	71.28362435	75.42537227	1552.939556	-0.198550222	440.5250642	0.657983277	liquid
338	0.1								54433.36625	1.84E-05	4.890209558	4.892046666	16.06515148	71.19117655	75.43440313	1553.34302	-0.198001134	434.1961291	0.65886935	liquid
339	0.1								54403.09786	1.84E-05	4.965647567	4.967485697	16.28801436	71.09850128	75.44370434	1553.703071	-0.19745234	428.0182186	0.659735789	liquid
340	0.1								54372.51836	1.84E-05	5.041095001	5.042934166	16.51024859	71.00561225	75.45327755	1554.020234	-0.196903733	421.9865392	0.6605828	liquid
341	0.1								54341.63034	1.84E-05	5.116552134	5.118392344	16.73185866	70.91252297	75.46312464	1554.295024	-0.196355209	416.0964892	0.66141059	liquid
342	0.1								54310.43629	1.84E-05	5.19201924	5.193860507	16.95284904	70.81924679	75.4732478	1554.527943	-0.195806665	410.3436491	0.662219371	liquid
343	0.1								54278.93866	1.84E-05	5.267496597	5.269338932	17.17322416	70.72579685	75.48364944	1554.719485	-0.195257998	404.7237728	0.663009357	liquid
344	0.1								54247.13981	1.84E-05	5.342984484	5.344827899	17.3929884	70.63218612	75.4943322	1554.870131	-0.19470911	399.2327797	0.663780764	liquid
345	0.1								54215.04204	1.84E-05	5.418483185	5.420327691	17.61214614	70.53842736	75.50529893	1554.980355	-0.1941599	393.8667464	0.664533812	liquid
346	0.1								54182.64759	1.85E-05	5.493992984	5.495838593	17.83070172	70.44453314	75.51655267	1555.050616	-0.193610271	388.6218997	0.665268718	liquid
347	0.1								54149.95861	1.85E-05	5.56951417	5.571360893	18.04865944	70.35051584	75.52809666	1555.081369	-0.193060126	383.4946093	0.665985704	liquid
348	0.1								54116.97723	1.85E-05	5.645047035	5.646894884	18.26602358	70.25638763	75.53993428	1555.073056	-0.192509369	378.4813814	0.666684991	liquid
349	0.1								54083.70547	1.85E-05	5.720591875	5.722440861	18.48279841	70.16216047	75.55206907	1555.026109	-0.191957907	373.5788524	0.667366801	liquid
350	0.1								54050.14532	1.85E-05	5.796148989	5.797999123	18.69898813	70.06784612	75.56450473	1554.940953	-0.191405644	368.7837831	0.668031356	liquid
351	0.1								54016.29871	1.85E-05	5.871718679	5.873569972	18.91459697	69.97345614	75.57724506	1554.818002	-0.19085249	364.0930529	0.668678876	liquid
352	0.1								53982.16751	1.85E-05	5.947301252	5.949153716	19.1296291	69.87900187	75.59029401	1554.657663	-0.190298353	359.5036546	0.669309582	liquid
353	0.1								53947.75353	1.85E-05	6.022897019	6.024750664	19.34408866	69.78449446	75.6036556	1554.460332	-0.189743141	355.0126894	0.669923695	liquid
354	0.1								53913.05853	1.85E-05	6.098506294	6.100361132	19.55797979	69.68994484	75.617334	1554.226397	-0.189186765	350.6173625	0.670521433	liquid
355	0.1								53878.08422	1.86E-05	6.174129397	6.175985439	19.7713066	69.59536371	75.63133343	1553.95624	-0.188629137	346.3149777	0.671103014	liquid
356	0.1								53842.83224	1.86E-05	6.24976665	6.251623908	19.98407317	69.5007616	75.64565821	1553.650231	-0.188070167	342.102934	0.671668654	liquid
357	0.1								53807.30422	1.86E-05	6.325418382	6.327276866	20.19628356	69.4061488	75.66031274	1553.308734	-0.187509769	337.9787213	0.672218567	liquid
358	0.1								53771.50169	1.86E-05	6.401084923	6.402944645	20.40794181	69.31153539	75.67530148	1552.932106	-0.186947856	333.9399162	0.672752964	liquid
359	0.1								53735.42617	1.86E-05	6.476766612	6.478627581	20.61905194	69.21693125	75.69062897	1552.520695	-0.186384342	329.9841788	0.673272057	liquid
360	0.1								53699.07912	1.86E-05	6.552463788	6.554326017	20.82961795	69.12234605	75.70629978	1552.07484	-0.18581914	326.1092488	0.673776052	liquid
361	0.1								53662.46195	1.86E-05	6.628176797	6.630040297	21.03964382	69.02778926	75.72231857	1551.594876	-0.185252168	322.3129428	0.674265155	liquid
362	0.1								53625.57602	1.86E-05	6.70390599	6.705770772	21.2491335	68.93327012	75.73869	1551.081127	-0.184683339	318.5931504	0.674739569	liquid
363	0.1								53588.42267	1.87E-05	6.779651721	6.781517796	21.45809093	68.83879768	75.75541883	1550.533912	-0.18411257	314.9478318	0.675199493	liquid
364	0.1								53551.00317	1.87E-05	6.855414351	6.85728173	21.66652003	68.74438077	75.77250981	1549.953543	-0.183539778	311.3750146	0.675645124	liquid
365	0.1								53513.31875	1.87E-05	6.931194244	6.933062938	21.8744247	68.65002804	75.78996774	1549.340325	-0.18296488	307.8727913	0.676076656	liquid
366	0.1								53475.37061	1.87E-05	7.00699177	7.008861789	22.08180881	68.55574791	75.80779748	1548.694555	-0.182387793	304.4393166	0.67649428	liquid
367	0.1								53437.1599	1.87E-05	7.082807302	7.084678659	22.28867624	68.46154862	75.82600388	1548.016525	-0.181808435	301.0728051	0.676898183	liquid
368	0.1								53398.68774	1.87E-05	7.158641219	7.160513924	22.49503082	68.36743819	75.84459185	1547.306519	-0.181226725	297.7715286	0.67728855	liquid
369	0.1								53359.95519	1.87E-05	7.234493907	7.236367971	22.70087638	68.27342447	75.8635663	1546.564817	-0.18064258	294.5338142	0.677665562	liquid
370	0.1								53320.9633	1.88E-05	7.310365753	7.312241187	22.90621673	68.17951509	75.88293218	1545.791691	-0.180055919	291.3580423	0.678029396	liquid
371	0.1								53281.71304	1.88E-05	7.386257151	7.388133968	23.11105565	68.08571749	75.90269444	1544.987406	-0.179466661	288.2426438	0.678380226	liquid
372	0.1								53242.20538	1.88E-05	7.462168501	7.46404671	23.31539693	67.99203893	75.92285809	1544.152224	-0.178874725	285.1860992	0.678718224	liquid
372.7559289	0.1								53212.17013	1.88E-05	7.519565571	7.521444841	23.46953642	67.92130792	75.9383698	1543.500535	-0.178425437	282.9137293	0.67896531	liquid
372.7559289	0.1								32.76909231	0.030516561	45.1382432	48.18989929	132.5716359	28.01010633	37.44382349	471.993809	67.03779858	12.25576564	0.025052538	vapor
373	0.1								32.74589124	0.030538182	45.14521749	48.19903573	132.5961384	27.99555342	37.42326707	472.1691047	66.78920509	12.26482934	0.02506882	vapor
374	0.1								32.65125114	0.030626698	45.17374833	48.2364181	132.6962252	27.93850388	37.34232807	472.8838725	65.79345628	12.30199662	0.025135791	vapor
375	0.1								32.55727469	0.030715102	45.20221185	48.27372201	132.7958352	27.88526073	37.2662533	473.5934418	64.83195505	12.33921467	0.025203172	vapor
376	0.1								32.46395014	0.030803399	45.23061219	48.31095206	132.8949833	27.83542548	37.19454845	474.2982253	63.90184584	12.37648301	0.02527096	vapor
377	0.1								32.37126641	0.030891593	45.25895308	48.34811242	132.9936828	27.7886531	37.12678511	474.9985839	63.00062218	12.41380119	0.025339149	vapor
378	0.1								32.27921297	0.03097969	45.28723786	48.38520682	133.0919463	27.74464428	37.06259118	475.6948333	62.12608075	12.45116874	0.025407735	vapor
379	0.1								32.1877798	0.031067691	45.31546957	48.42223868	133.1897848	27.70313885	37.00164282	476.3872505	61.27628139	12.4885852	0.025476713	vapor
380	0.1								32.09695736	0.031155601	45.34365099	48.4592111	133.2872089	27.6639102	36.94365747	477.0760788	60.44951237	12.52605013	0.025546078	vapor
381	0.1								32.00673651	0.031243423	45.37178463	48.4961269	133.3842282	27.62676052	36.88838807	477.7615322	59.64426021	12.56356307	0.025615826	vapor
382	0.1								31.91710846	0.031331159	45.3998728	48.5329887	133.4808516	27.5915167	36.83561795	478.4437997	58.85918356	12.60112359	0.025685953	vapor
383	0.1								31.82806479	0.031418813	45.42791766	48.56979891	133.5770875	27.5580269	36.78515665	479.1230482	58.09309052	12.63873123	0.025756453	vapor
384	0.1								31.73959737	0.031506386	45.45592115	48.60655973	133.6729437	27.52615754	36.73683622	479.7994257	57.34491902	12.67638556	0.025827324	vapor
385	0.1								31.65169836	0.031593881	45.48388512	48.64327324	133.7684276	27.49579082	36.69050815	480.4730639	56.61371988	12.71408616	0.02589856	vapor
386	0.1								31.56436015	0.031681301	45.51181125	48.67994137	133.863546	27.46682251	36.64604065	481.1440801	55.89864209	12.75183258	0.025970159	vapor
387	0.1								31.47757541	0.031768648	45.53970115	48.71656591	133.9583056	27.43916014	36.60331647	481.8125793	55.19892012	12.78962441	0.026042115	vapor
388	0.1								31.391337	0.031855923	45.56755629	48.75314855	134.0527125	27.41272139	36.56223088	482.4786555	54.51386294	12.82746122	0.026114426	vapor
389	0.1								31.30563799	0.031943128	45.59537809	48.78969088	134.1467726	27.38743274	36.52269	483.1423937	53.84284452	12.86534259	0.026187086	vapor
390	0.1								31.22047166	0.032030266	45.62316785	48.82619441	134.2404916	27.36322827	36.48460946	483.8038705	53.18529561	12.90326812	0.026260094	vapor
391	0.1								31.13583144	0.032117337	45.65092683	48.86266056	134.3338749	27.34004875	36.44791305	484.4631553	52.54069663	12.94123739	0.026333445	vapor
392	0.1								31.05171095	0.032204345	45.67865622	48.89909068	134.4269277	27.31784069	36.41253177	485.1203115	51.90857154	12.97924999	0.026407135	vapor
393	0.1								30.96810396	0.032291289	45.70635713	48.93548604	134.5196548	27.29655564	36.37840287	485.7753969	51.2884825	13.01730552	0.026481161	vapor
394	0.1								30.8850044	0.032378172	45.73403063	48.97184788	134.612061	27.27614956	36.3454691	486.4284645	50.68002528	13.05540358	0.02655552	vapor
395	0.1								30.80240633	0.032464996	45.76167776	49.00817736	134.704151	27.25658228	36.313678	487.0795632	50.08282527	13.09354378	0.026630208	vapor
396	0.1								30.72030396	0.032551761	45.78929948	49.0444756	134.7959292	27.23781699	36.28298138	487.7287382	49.49653401	13.13172573	0.026705221	vapor
397	0.1								30.63869162	0.032638469	45.81689673	49.08074368	134.8873998	27.21981988	36.25333477	488.3760314	48.92082618	13.16994903	0.026780558	vapor
398	0.1								30.55756375	0.032725122	45.84447041	49.11698261	134.978567	27.20255978	36.22469701	489.0214818	48.35539706	13.2082133	0.026856214	vapor
399	0.1								30.47691494	0.03281172	45.87202139	49.15319339	135.0694348	27.18600781	36.19702987	489.6651257	47.79996019	13.24651817	0.026932187	vapor
400	0.1								30.39673988	0.032898265	45.89955049	49.18937698	135.160007	27.17013719	36.17029775	490.3069976	47.25424547	13.28486324	0.027008473	vapor
401	0.1								30.31703335	0.032984758	45.92705852	49.22553429	135.2502875	27.15492295	36.14446735	490.9471294	46.71799743	13.32324816	0.02708507	vapor
402	0.1								30.23779026	0.0330712	45.95454624	49.2616662	135.3402799	27.14034177	36.11950748	491.5855515	46.19097374	13.36167254	0.027161974	vapor
403	0.1								30.15900561	0.033157592	45.98201439	49.29777358	135.4299877	27.12637179	36.09538882	492.2222928	45.67294391	13.40013602	0.027239183	vapor
404	0.1								30.0806745	0.033243935	46.00946371	49.33385725	135.5194145	27.11299248	36.07208373	492.8573805	45.16368819	13.43863823	0.027316694	vapor
405	0.1								30.00279212	0.033330231	46.03689489	49.36991801	135.6085635	27.10018448	36.0495661	493.4908404	44.66299652	13.47717882	0.027394503	vapor
406	0.1								29.92535376	0.03341648	46.06430859	49.40595664	135.6974381	27.08792949	36.02781119	494.1226975	44.17066776	13.51575742	0.027472609	vapor
407	0.1								29.84835478	0.033502684	46.09170548	49.44197388	135.7860415	27.07621022	36.00679555	494.7529754	43.68650882	13.55437368	0.027551008	vapor
408	0.1								29.77179064	0.033588843	46.11908618	49.47797047	135.8743767	27.06501021	35.98649684	495.3816968	43.21033408	13.59302724	0.027629699	vapor
409	0.1								29.69565688	0.033674958	46.1464513	49.51394711	135.9624469	27.05431387	35.96689382	496.0088835	42.74196478	13.63171777	0.027708677	vapor
410	0.1								29.61994913	0.03376103	46.17380145	49.54990448	136.0502549	27.04410628	35.94796619	496.6345565	42.28122849	13.6704449	0.027787942	vapor
411	0.1								29.54466306	0.033847061	46.2011372	49.58584326	136.1378038	27.03437326	35.92969455	497.258736	41.82795865	13.70920831	0.02786749	vapor
412	0.1								29.46979447	0.03393305	46.22845912	49.62176408	136.2250962	27.02510121	35.91206031	497.8814415	41.3819942	13.74800765	0.027947318	vapor
413	0.1								29.39533918	0.034018999	46.25576774	49.65766759	136.3121351	27.01627714	35.89504568	498.5026919	40.94317918	13.78684258	0.028027425	vapor
414	0.1								29.32129312	0.034104908	46.28306359	49.69355438	136.398923	27.00788857	35.87863357	499.1225055	40.51136244	13.82571276	0.028107808	vapor
415	0.1								29.24765227	0.034190778	46.3103472	49.72942505	136.4854627	26.99992353	35.86280755	499.7408998	40.08639736	13.86461788	0.028188464	vapor
416	0.1								29.17441268	0.034276611	46.33761906	49.76528018	136.5717566	26.99237053	35.84755182	500.3578922	39.66814155	13.90355759	0.028269392	vapor
417	0.1								29.10157047	0.034362407	46.36487967	49.80112034	136.6578075	26.98521851	35.83285116	500.9734992	39.25645667	13.94253158	0.028350589	vapor
418	0.1								29.02912182	0.034448166	46.39212949	49.83694606	136.7436177	26.97845679	35.8186909	501.587737	38.85120821	13.98153952	0.028432053	vapor
419	0.1								28.95706296	0.034533889	46.41936899	49.8727579	136.8291896	26.97207511	35.80505692	502.2006214	38.45226528	14.02058108	0.028513781	vapor
420	0.1								28.88539022	0.034619577	46.44659862	49.90855635	136.9145256	26.96606356	35.79193554	502.8121677	38.05950047	14.05965596	0.028595772	vapor
421	0.1								28.81409994	0.034705231	46.47381881	49.94434193	136.9996281	26.96041256	35.77931359	503.4223909	37.6727897	14.09876384	0.028678023	vapor
422	0.1								28.74318855	0.034790851	46.50103	49.98011514	137.0844994	26.95511289	35.76717831	504.0313055	37.29201203	14.1379044	0.028760532	vapor
423	0.1								28.67265252	0.034876438	46.5282326	50.01587645	137.1691416	26.95015559	35.75551737	504.6389257	36.91704959	14.17707734	0.028843298	vapor
424	0.1								28.60248838	0.034961993	46.55542702	50.05162633	137.2535569	26.94553203	35.74431886	505.2452654	36.54778744	14.21628235	0.028926318	vapor
425	0.1								28.53269272	0.035047516	46.58261365	50.08736524	137.3377476	26.94123385	35.73357121	505.850338	36.18411345	14.25551912	0.029009589	vapor
426	0.1								28.46326217	0.035133007	46.60979288	50.12309362	137.4217156	26.93725293	35.72326324	506.4541569	35.82591819	14.29478735	0.029093112	vapor
427	0.1								28.39419342	0.035218468	46.63696508	50.1588119	137.5054631	26.93358144	35.71338412	507.0567349	35.47309487	14.33408675	0.029176882	vapor
428	0.1								28.32548321	0.035303899	46.66413062	50.19452052	137.5889921	26.93021177	35.70392334	507.6580846	35.12553923	14.37341701	0.029260898	vapor
429	0.1								28.25712832	0.0353893	46.69128986	50.23021989	137.6723045	26.92713655	35.69487072	508.2582185	34.78314945	14.41277784	0.02934516	vapor
430	0.1								28.18912558	0.035474673	46.71844314	50.2659104	137.7554024	26.92434863	35.68621637	508.8571485	34.44582611	14.45216895	0.029429663	vapor
431	0.1								28.12147187	0.035560016	46.74559081	50.30159245	137.8382875	26.92184107	35.67795071	509.4548865	34.11347205	14.49159004	0.029514408	vapor
432	0.1								28.05416412	0.035645332	46.77273321	50.33726643	137.9209619	26.91960715	35.67006444	510.051444	33.78599237	14.53104084	0.029599391	vapor
433	0.1								27.9871993	0.035730621	46.79987064	50.3729327	138.0034273	26.91764032	35.66254852	510.6468324	33.46329432	14.57052105	0.029684612	vapor
434	0.1								27.92057441	0.035815882	46.82700344	50.40859164	138.0856856	26.91593425	35.65539419	511.2410628	33.14528726	14.61003039	0.029770068	vapor
435	0.1								27.85428651	0.035901117	46.8541319	50.44424361	138.1677385	26.91448277	35.64859293	511.834146	32.83188259	14.64956859	0.029855758	vapor
436	0.1								27.7883327	0.035986326	46.88125634	50.47988894	138.2495878	26.9132799	35.64213645	512.4260926	32.52299371	14.68913535	0.02994168	vapor
437	0.1								27.72271011	0.036071509	46.90837705	50.51552799	138.3312351	26.91231981	35.63601673	513.0169132	32.21853593	14.72873041	0.030027832	vapor
438	0.1								27.65741592	0.036156668	46.93549431	50.55116109	138.4126822	26.91159687	35.63022594	513.6066179	31.91842645	14.76835349	0.030114213	vapor
439	0.1								27.59244735	0.036241802	46.9626084	50.58678855	138.4939307	26.91110556	35.62475649	514.1952167	31.62258432	14.80800432	0.030200821	vapor
440	0.1								27.52780164	0.036326911	46.98971961	50.62241071	138.5749823	26.91084056	35.619601	514.7827195	31.33093036	14.84768263	0.030287655	vapor
441	0.1								27.46347609	0.036411997	47.01682819	50.65802786	138.6558385	26.91079666	35.61475228	515.369136	31.04338711	14.88738815	0.030374713	vapor
442	0.1								27.39946802	0.036497059	47.04393441	50.69364031	138.736501	26.91096882	35.61020335	515.9544756	30.75987884	14.92712061	0.030461993	vapor
443	0.1								27.33577479	0.036582098	47.07103853	50.72924836	138.8169712	26.91135212	35.60594741	516.5387475	30.48033144	14.96687976	0.030549494	vapor
444	0.1								27.27239381	0.036667115	47.0981408	50.7648523	138.8972507	26.91194178	35.60197786	517.1219609	30.20467243	15.00666532	0.030637214	vapor
445	0.1								27.20932251	0.036752109	47.12524146	50.80045241	138.977341	26.91273315	35.59828826	517.7041247	29.93283088	15.04647704	0.030725152	vapor
