Temperature (K)	Pressure (MPa)	"Density (l, mol/m3)"	"Volume (l, m3/mol)"	"Internal Energy (l, kJ/mol)"	"Enthalpy (l, kJ/mol)"	"Entropy (l, J/mol*K)"	"Cv (l, J/mol*K)"	"Cp (l, J/mol*K)"	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
446	0.1								27.14655834	0.036837082	47.15234075	50.83604897	139.0572435	26.91372169	35.59487236	518.2852477	29.66473742	15.08631467	0.030813307	vapor
447	0.1								27.08409882	0.036922033	47.17943891	50.87164224	139.1369597	26.91490302	35.59172406	518.8653386	29.40032415	15.12617794	0.030901676	vapor
448	0.1								27.02194146	0.037006963	47.20653616	50.9072325	139.216491	26.91627283	35.58883744	519.4444056	29.13952463	15.1660666	0.030990259	vapor
449	0.1								26.96008384	0.037091873	47.23363273	50.94282	139.2958389	26.91782695	35.58620672	520.0224573	28.88227384	15.2059804	0.031079054	vapor
450	0.1								26.89852354	0.037176762	47.26072883	50.978405	139.3750047	26.91956132	35.58382629	520.5995017	28.62850816	15.2459191	0.03116806	vapor
451	0.1								26.8372582	0.037261631	47.28782468	51.01398774	139.4539897	26.92147198	35.58169067	521.1755468	28.37816532	15.28588243	0.031257275	vapor
452	0.1								26.77628545	0.03734648	47.3149205	51.04956846	139.5327953	26.92355507	35.57979453	521.7506006	28.13118435	15.32587016	0.031346698	vapor
453	0.1								26.715603	0.037431309	47.34201647	51.08514741	139.6114228	26.92580685	35.57813269	522.3246707	27.88750561	15.36588204	0.031436328	vapor
454	0.1								26.65520854	0.03751612	47.36911281	51.1207248	139.6898736	26.92822364	35.57670008	522.8977648	27.64707069	15.40591783	0.031526162	vapor
455	0.1								26.59509983	0.037600912	47.39620971	51.15630088	139.7681488	26.93080189	35.57549178	523.4698903	27.40982241	15.44597728	0.031616201	vapor
456	0.1								26.53527462	0.037685685	47.42330736	51.19187586	139.8462498	26.93353814	35.574503	524.0410546	27.17570481	15.48606017	0.031706443	vapor
457	0.1								26.47573071	0.03777044	47.45040595	51.22744996	139.9241778	26.93642898	35.57372905	524.6112649	26.94466308	15.52616624	0.031796886	vapor
458	0.1								26.41646593	0.037855177	47.47750566	51.26302339	140.0019339	26.93947114	35.57316538	525.1805283	26.71664358	15.56629527	0.03188753	vapor
459	0.1								26.35747812	0.037939897	47.50460668	51.29859636	140.0795195	26.94266139	35.57280754	525.7488517	26.49159376	15.60644702	0.031978372	vapor
460	0.1								26.29876515	0.038024599	47.53170917	51.33416907	140.1569356	26.94599661	35.57265122	526.3162422	26.26946219	15.64662127	0.032069412	vapor
461	0.1								26.24032494	0.038109284	47.55881331	51.36974173	140.2341836	26.94947374	35.57269218	526.8827063	26.05019848	15.68681777	0.032160648	vapor
462	0.1								26.18215539	0.038193953	47.58591927	51.40531452	140.3112644	26.95308981	35.57292632	527.4482508	25.83375331	15.7270363	0.03225208	vapor
463	0.1								26.12425446	0.038278604	47.61302721	51.44088764	140.3881793	26.95684192	35.57334962	528.0128822	25.62007835	15.76727663	0.032343706	vapor
464	0.1								26.06662013	0.03836324	47.64013729	51.47646128	140.4649294	26.96072724	35.57395817	528.5766069	25.40912628	15.80753855	0.032435525	vapor
465	0.1								26.00925038	0.038447859	47.66724968	51.51203562	140.5415157	26.964743	35.57474816	529.1394313	25.20085076	15.84782182	0.032527536	vapor
466	0.1								25.95214323	0.038532463	47.69436453	51.54761084	140.6179394	26.96888653	35.57571587	529.7013615	24.99520638	15.88812622	0.032619738	vapor
467	0.1								25.89529674	0.038617051	47.72148199	51.58318711	140.6942015	26.97315519	35.57685766	530.2624037	24.79214867	15.92845153	0.032712129	vapor
468	0.1								25.83870896	0.038701624	47.7486022	51.61876461	140.7703032	26.97754643	35.57817001	530.822564	24.59163405	15.96879753	0.032804708	vapor
469	0.1								25.78237797	0.038786182	47.77572532	51.6543435	140.8462453	26.98205776	35.57964945	531.3818483	24.39361985	16.00916401	0.032897475	vapor
470	0.1								25.72630189	0.038870725	47.80285148	51.68992396	140.9220291	26.98668673	35.58129262	531.9402624	24.19806425	16.04955075	0.032990429	vapor
471	0.1								25.67047885	0.038955253	47.82998084	51.72550614	140.9976554	26.99143097	35.58309623	532.4978122	24.00492626	16.08995754	0.033083567	vapor
472	0.1								25.614907	0.039039767	47.85711351	51.76109021	141.0731254	26.99628816	35.58505708	533.0545032	23.81416576	16.13038416	0.03317689	vapor
473	0.1								25.5595845	0.039124267	47.88424964	51.79667631	141.1484399	27.00125604	35.58717203	533.610341	23.62574339	16.17083039	0.033270396	vapor
474	0.1								25.50450954	0.039208752	47.91138936	51.8322646	141.2236	27.0063324	35.58943803	534.1653312	23.43962061	16.21129605	0.033364084	vapor
475	0.1								25.44968035	0.039293224	47.9385328	51.86785523	141.2986066	27.01151508	35.5918521	534.7194793	23.25575963	16.2517809	0.033457953	vapor
476	0.1								25.39509515	0.039377683	47.96568008	51.90344835	141.3734607	27.016802	35.59441132	535.2727904	23.07412342	16.29228475	0.033552002	vapor
477	0.1								25.34075218	0.039462128	47.99283133	51.9390441	141.4481633	27.02219108	35.59711286	535.8252699	22.89467571	16.33280739	0.03364623	vapor
478	0.1								25.28664972	0.03954656	48.01998667	51.97464263	141.5227152	27.02768033	35.59995394	536.3769231	22.71738091	16.37334862	0.033740637	vapor
479	0.1								25.23278605	0.039630978	48.04714621	52.01024406	141.5971174	27.03326778	35.60293186	536.9277549	22.54220417	16.41390823	0.03383522	vapor
480	0.1								25.17915949	0.039715384	48.07431009	52.04584853	141.6713707	27.03895154	35.60604396	537.4777705	22.36911129	16.45448603	0.03392998	vapor
481	0.1								25.12576834	0.039799778	48.1014784	52.08145619	141.7454762	27.04472973	35.60928767	538.0269747	22.19806879	16.49508181	0.034024914	vapor
482	0.1								25.07261096	0.039884159	48.12865126	52.11706715	141.8194346	27.05060054	35.61266047	538.5753726	22.0290438	16.53569538	0.034120024	vapor
483	0.1								25.01968571	0.039968528	48.15582879	52.15268155	141.8932468	27.05656217	35.61615988	539.1229689	21.86200412	16.57632653	0.034215306	vapor
484	0.1								24.96699095	0.040052884	48.18301108	52.18829951	141.9669138	27.06261291	35.61978351	539.6697684	21.69691819	16.61697508	0.034310761	vapor
485	0.1								24.91452509	0.040137229	48.21019825	52.22392116	142.0404363	27.06875104	35.623529	540.2157758	21.53375502	16.65764083	0.034406387	vapor
486	0.1								24.86228653	0.040221562	48.23739041	52.25954661	142.1138152	27.07497491	35.62739405	540.7609957	21.37248427	16.69832358	0.034502184	vapor
487	0.1								24.8102737	0.040305883	48.26458764	52.29517599	142.1870514	27.08128291	35.63137643	541.3054327	21.21307615	16.73902315	0.034598151	vapor
488	0.1								24.75848504	0.040390193	48.29179006	52.3308094	142.2601456	27.08767345	35.63547394	541.8490913	21.05550147	16.77973934	0.034694287	vapor
489	0.1								24.70691901	0.040474492	48.31899775	52.36644697	142.3330987	27.09414498	35.63968443	542.3919759	20.89973159	16.82047197	0.03479059	vapor
490	0.1								24.65557408	0.04055878	48.34621083	52.40208881	142.4059114	27.10069599	35.64400582	542.9340909	20.74573843	16.86122085	0.034887061	vapor
491	0.1								24.60444875	0.040643056	48.37342937	52.43773502	142.4785847	27.10732501	35.64843606	543.4754407	20.59349443	16.90198579	0.034983698	vapor
492	0.1								24.55354151	0.040727322	48.40065348	52.47338572	142.5511192	27.1140306	35.65297315	544.0160295	20.44297256	16.9427666	0.0350805	vapor
493	0.1								24.5028509	0.040811578	48.42788325	52.509041	142.6235157	27.12081135	35.65761513	544.5558616	20.29414632	16.98356311	0.035177467	vapor
494	0.1								24.45237544	0.040895822	48.45511875	52.54470098	142.6957751	27.12766588	35.66236009	545.094941	20.1469897	17.02437513	0.035274598	vapor
495	0.1								24.40211368	0.040980057	48.48236009	52.58036576	142.767898	27.13459284	35.66720617	545.633272	20.00147719	17.06520248	0.035371891	vapor
496	0.1								24.3520642	0.041064281	48.50960735	52.61603543	142.8398852	27.14159091	35.67215153	546.1708585	19.85758374	17.10604497	0.035469347	vapor
497	0.1								24.30222555	0.041148495	48.53686062	52.65171009	142.9117376	27.14865882	35.6771944	546.7077046	19.71528479	17.14690244	0.035566964	vapor
498	0.1								24.25259635	0.041232699	48.56411997	52.68738985	142.9834557	27.1557953	35.68233302	547.2438141	19.57455625	17.1877747	0.035664742	vapor
499	0.1								24.20317519	0.041316893	48.59138549	52.72307479	143.0550404	27.16299912	35.6875657	547.7791911	19.43537445	17.22866157	0.035762679	vapor
500	0.1								24.15396069	0.041401078	48.61865725	52.75876501	143.1264923	27.17026909	35.69289075	548.3138393	19.29771619	17.26956289	0.035860775	vapor
501	0.1								24.10495149	0.041485253	48.64593535	52.7944606	143.1978122	27.17760401	35.69830655	548.8477626	19.16155869	17.31047847	0.03595903	vapor
502	0.1								24.05614623	0.041569418	48.67321984	52.83016165	143.2690007	27.18500276	35.7038115	549.3809647	19.02687959	17.35140814	0.036057442	vapor
503	0.1								24.00754358	0.041653574	48.70051082	52.86586825	143.3400586	27.19246419	35.70940404	549.9134494	18.89365694	17.39235174	0.036156011	vapor
504	0.1								23.9591422	0.041737721	48.72780836	52.90158049	143.4109866	27.19998721	35.71508264	550.4452202	18.7618692	17.43330908	0.036254735	vapor
505	0.1								23.91094077	0.041821859	48.75511252	52.93729845	143.4817854	27.20757075	35.72084579	550.9762809	18.63149523	17.47428001	0.036353615	vapor
506	0.1								23.86293801	0.041905988	48.78242338	52.97302221	143.5524556	27.21521375	35.72669205	551.5066349	18.50251427	17.51526435	0.036452649	vapor
507	0.1								23.81513261	0.041990108	48.80974102	53.00875186	143.6229978	27.22291519	35.73261998	552.0362859	18.37490593	17.55626194	0.036551837	vapor
508	0.1								23.7675233	0.04207422	48.83706549	53.04448747	143.6934129	27.23067405	35.73862817	552.5652373	18.24865023	17.59727261	0.036651178	vapor
509	0.1								23.72010882	0.042158323	48.86439688	53.08022914	143.7637013	27.23848936	35.74471527	553.0934927	18.1237275	17.63829619	0.036750672	vapor
510	0.1								23.6728879	0.042242417	48.89173524	53.11597693	143.8338638	27.24636014	35.75087992	553.6210553	18.00011846	17.67933252	0.036850317	vapor
511	0.1								23.6258593	0.042326503	48.91908064	53.15173092	143.9039011	27.25428546	35.75712081	554.1479285	17.87780417	17.72038144	0.036950113	vapor
512	0.1								23.57902181	0.04241058	48.94643316	53.1874912	143.9738136	27.26226439	35.76343666	554.6741158	17.75676602	17.76144279	0.037050059	vapor
513	0.1								23.53237419	0.04249465	48.97379284	53.22325782	144.0436022	27.27029604	35.76982622	555.1996204	17.63698576	17.8025164	0.037150155	vapor
514	0.1								23.48591523	0.042578711	49.00115976	53.25903087	144.1132674	27.27837951	35.77628824	555.7244455	17.51844543	17.84360211	0.037250399	vapor
515	0.1								23.43964375	0.042662764	49.02853398	53.29481042	144.1828097	27.28651394	35.78282154	556.2485944	17.40112742	17.88469977	0.037350792	vapor
516	0.1								23.39355855	0.04274681	49.05591555	53.33059654	144.25223	27.29469849	35.78942491	556.7720703	17.28501443	17.92580922	0.037451332	vapor
517	0.1								23.34765846	0.042830848	49.08330454	53.3663893	144.3215286	27.30293233	35.79609722	557.2948763	17.17008944	17.96693031	0.03755202	vapor
518	0.1								23.30194231	0.042914878	49.11070101	53.40218876	144.3907064	27.31121464	35.80283733	557.8170155	17.05633576	18.00806287	0.037652853	vapor
519	0.1								23.25640896	0.0429989	49.13810501	53.43799499	144.4597637	27.31954464	35.80964413	558.3384911	16.94373699	18.04920675	0.037753832	vapor
520	0.1								23.21105725	0.043082915	49.1655166	53.47380807	144.5287013	27.32792154	35.81651654	558.859306	16.83227699	18.0903618	0.037854956	vapor
521	0.1								23.16588605	0.043166922	49.19293583	53.50962805	144.5975198	27.33634459	35.8234535	559.3794632	16.72193995	18.13152787	0.037956225	vapor
522	0.1								23.12089425	0.043250922	49.22036277	53.545455	144.6662196	27.34481304	35.83045396	559.8989659	16.61271029	18.1727048	0.038057637	vapor
523	0.1								23.07608072	0.043334915	49.24779746	53.58128898	144.7348014	27.35332617	35.83751691	560.4178168	16.50457272	18.21389245	0.038159192	vapor
524	0.1								23.03144437	0.043418901	49.27523996	53.61713005	144.8032657	27.36188325	35.84464135	560.936019	16.39751223	18.25509066	0.038260889	vapor
525	0.1								22.98698409	0.04350288	49.30269032	53.65297828	144.8716132	27.37048359	35.85182631	561.4535752	16.29151404	18.29629928	0.038362728	vapor
526	0.1								22.94269881	0.043586851	49.3301486	53.68883372	144.9398443	27.3791265	35.85907082	561.9704885	16.18656365	18.33751817	0.038464709	vapor
527	0.1								22.89858746	0.043670816	49.35761484	53.72469644	145.0079596	27.38781132	35.86637394	562.4867615	16.08264679	18.37874719	0.03856683	vapor
528	0.1								22.85464896	0.043754774	49.38508909	53.76056649	145.0759598	27.39653739	35.87373477	563.0023972	15.97974945	18.41998618	0.038669091	vapor
529	0.1								22.81088226	0.043838725	49.4125714	53.79644393	145.1438452	27.40530406	35.8811524	563.5173982	15.87785785	18.461235	0.038771492	vapor
530	0.1								22.76728632	0.04392267	49.44006183	53.83232881	145.2116165	27.4141107	35.88862594	564.0317673	15.77695845	18.50249351	0.038874031	vapor
531	0.1								22.7238601	0.044006608	49.46756041	53.8682212	145.2792741	27.42295671	35.89615453	564.5455072	15.67703792	18.54376156	0.038976709	vapor
532	0.1								22.68060256	0.044090539	49.4950672	53.90412114	145.3468187	27.43184146	35.90373733	565.0586206	15.57808319	18.58503901	0.039079524	vapor
533	0.1								22.6375127	0.044174464	49.52258225	53.94002869	145.4142508	27.44076438	35.91137351	565.5711102	15.48008139	18.62632572	0.039182477	vapor
534	0.1								22.59458949	0.044258383	49.55010558	53.9759439	145.4815708	27.44972488	35.91906225	566.0829786	15.38301986	18.66762156	0.039285566	vapor
535	0.1								22.55183195	0.044342296	49.57763727	54.01186683	145.5487793	27.45872239	35.92680275	566.5942284	15.28688617	18.70892637	0.039388791	vapor
536	0.1								22.50923907	0.044426202	49.60517733	54.04779753	145.6158767	27.46775636	35.93459424	567.1048622	15.19166809	18.75024003	0.039492152	vapor
537	0.1								22.46680986	0.044510102	49.63272583	54.08373604	145.6828637	27.47682623	35.94243595	567.6148825	15.09735358	18.79156239	0.039595647	vapor
538	0.1								22.42454336	0.044593996	49.6602828	54.11968242	145.7497407	27.48593149	35.95032712	568.1242918	15.00393082	18.83289331	0.039699277	vapor
539	0.1								22.3824386	0.044677884	49.68784829	54.15563671	145.8165082	27.49507159	35.95826702	568.6330928	14.91138817	18.87423267	0.03980304	vapor
540	0.1								22.3404946	0.044761766	49.71542233	54.19159897	145.8831668	27.50424604	35.96625494	569.1412878	14.8197142	18.91558033	0.039906937	vapor
541	0.1								22.29871043	0.044845643	49.74300497	54.22756923	145.9497168	27.51345432	35.97429015	569.6488793	14.72889766	18.95693615	0.040010966	vapor
542	0.1								22.25708514	0.044929513	49.77059624	54.26354756	146.0161587	27.52269594	35.98237198	570.1558697	14.63892747	18.9983	0.040115128	vapor
543	0.1								22.21561779	0.045013378	49.7981962	54.29953399	146.0824932	27.53197043	35.99049973	570.6622615	14.54979275	19.03967174	0.040219422	vapor
544	0.1								22.17430745	0.045097237	49.82580487	54.33552858	146.1487206	27.5412773	35.99867274	571.168057	14.46148279	19.08105126	0.040323846	vapor
545	0.1								22.13315321	0.045181091	49.8534223	54.37153135	146.2148414	27.55061609	36.00689037	571.6732587	14.37398706	19.1224384	0.040428401	vapor
546	0.1								22.09215414	0.045264939	49.88104851	54.40754237	146.2808561	27.55998635	36.01515196	572.1778688	14.28729519	19.16383305	0.040533086	vapor
547	0.1								22.05130935	0.045348781	49.90868356	54.44356167	146.3467652	27.56938764	36.02345688	572.6818897	14.20139698	19.20523508	0.040637901	vapor
548	0.1								22.01061793	0.045432618	49.93632748	54.4795893	146.4125691	27.5788195	36.03180453	573.1853236	14.1162824	19.24664435	0.040742845	vapor
549	0.1								21.970079	0.04551645	49.96398031	54.5156253	146.4782683	27.58828153	36.0401943	573.688173	14.03194158	19.28806074	0.040847918	vapor
550	0.1								21.92969167	0.045600276	49.99164207	54.5516697	146.5438632	27.59777328	36.04862558	574.1904399	13.9483648	19.32948413	0.040953119	vapor
551	0.1								21.88945506	0.045684098	50.01931281	54.58772256	146.6093544	27.60729437	36.05709781	574.6921267	13.8655425	19.37091438	0.041058447	vapor
552	0.1								21.84936831	0.045767914	50.04699255	54.62378391	146.6747421	27.61684437	36.06561041	575.1932356	13.78346528	19.41235137	0.041163902	vapor
553	0.1								21.80943055	0.045851724	50.07468135	54.65985379	146.740027	27.62642289	36.07416282	575.6937687	13.70212388	19.45379499	0.041269485	vapor
554	0.1								21.76964093	0.04593553	50.10237922	54.69593225	146.8052094	27.63602955	36.08275448	576.1937283	13.62150919	19.49524509	0.041375193	vapor
555	0.1								21.7299986	0.046019331	50.13008621	54.73201932	146.8702898	27.64566396	36.09138487	576.6931166	13.54161223	19.53670157	0.041481027	vapor
556	0.1								21.69050272	0.046103127	50.15780234	54.76811503	146.9352686	27.65532576	36.10005345	577.1919355	13.46242418	19.57816429	0.041586986	vapor
557	0.1								21.65115245	0.046186918	50.18552765	54.80421944	147.0001463	27.66501457	36.10875971	577.6901874	13.38393635	19.61963315	0.04169307	vapor
558	0.1								21.61194697	0.046270704	50.21326217	54.84033256	147.0649232	27.67473003	36.11750313	578.1878743	13.30614019	19.66110801	0.041799278	vapor
559	0.1								21.57288545	0.046354485	50.24100593	54.87645445	147.1295998	27.6844718	36.12628321	578.6849982	13.22902727	19.70258875	0.04190561	vapor
560	0.1								21.53396708	0.046438262	50.26875897	54.91258514	147.1941766	27.69423953	36.13509947	579.1815613	13.1525893	19.74407527	0.042012066	vapor
561	0.1								21.49519106	0.046522034	50.29652131	54.94872466	147.2586539	27.70403287	36.14395142	579.6775656	13.07681813	19.78556744	0.042118644	vapor
562	0.1								21.45655657	0.046605801	50.32429298	54.98487306	147.3230322	27.7138515	36.15283859	580.1730131	13.00170571	19.82706514	0.042225345	vapor
563	0.1								21.41806282	0.046689563	50.35207402	55.02103035	147.3873118	27.7236951	36.16176052	580.6679059	12.92724414	19.86856825	0.042332167	vapor
564	0.1								21.37970903	0.046773321	50.37986446	55.05719659	147.4514932	27.73356333	36.17071675	581.1622459	12.85342561	19.91007667	0.042439112	vapor
565	0.1								21.34149441	0.046857075	50.40766432	55.0933718	147.5155769	27.74345589	36.17970683	581.6560352	12.78024246	19.95159027	0.042546177	vapor
566	0.1								21.30341818	0.046940824	50.43547363	55.12955601	147.5795631	27.75337246	36.18873033	582.1492757	12.70768714	19.99310894	0.042653363	vapor
567	0.1								21.26547958	0.047024568	50.46329242	55.16574927	147.6434524	27.76331276	36.19778682	582.6419693	12.63575219	20.03463256	0.042760669	vapor
568	0.1								21.22767783	0.047108309	50.49112073	55.2019516	147.7072451	27.77327647	36.20687587	583.134118	12.5644303	20.07616103	0.042868096	vapor
569	0.1								21.19001217	0.047192045	50.51895857	55.23816303	147.7709415	27.78326331	36.21599707	583.6257238	12.49371423	20.11769423	0.042975641	vapor
570	0.1								21.15248186	0.047275776	50.54680598	55.2743836	147.8345422	27.793273	36.22515002	584.1167884	12.42359689	20.15923204	0.043083306	vapor
571	0.1								21.11508615	0.047359504	50.57466298	55.31061334	147.8980475	27.80330526	36.23433431	584.6073139	12.35407127	20.20077437	0.043191089	vapor
572	0.1								21.07782429	0.047443227	50.6025296	55.34685228	147.9614577	27.8133598	36.24354954	585.097302	12.28513048	20.24232109	0.04329899	vapor
573	0.1								21.04069556	0.047526946	50.63040586	55.38310045	148.0247733	27.82343636	36.25279534	585.5867547	12.2167677	20.28387209	0.043407009	vapor
574	0.1								21.00369921	0.047610661	50.6582918	55.41935788	148.0879946	27.83353468	36.26207133	586.0756738	12.14897626	20.32542728	0.043515145	vapor
575	0.1								20.96683452	0.047694372	50.68618743	55.4556246	148.1511221	27.84365449	36.27137713	586.5640611	12.08174955	20.36698653	0.043623398	vapor
576	0.1								20.93010077	0.047778079	50.71409279	55.49190065	148.2141561	27.85379555	36.28071238	587.0519185	12.01508108	20.40854975	0.043731767	vapor
577	0.1								20.89349726	0.047861781	50.74200789	55.52818604	148.2770969	27.8639576	36.29007672	587.5392476	11.94896444	20.45011682	0.043840253	vapor
578	0.1								20.85702327	0.04794548	50.76993277	55.56448081	148.339945	27.87414039	36.2994698	588.0260504	11.88339332	20.49168764	0.043948854	vapor
579	0.1								20.82067809	0.048029175	50.79786745	55.60078499	148.4027007	27.88434368	36.30889128	588.5123286	11.81836151	20.5332621	0.04405757	vapor
580	0.1								20.78446104	0.048112867	50.82581195	55.6370986	148.4653644	27.89456725	36.3183408	588.998084	11.75386289	20.5748401	0.044166401	vapor
581	0.1								20.74837141	0.048196554	50.85376629	55.67342168	148.5279365	27.90481085	36.32781805	589.4833183	11.6898914	20.61642153	0.044275347	vapor
582	0.1								20.71240852	0.048280237	50.88173051	55.70975425	148.5904173	27.91507426	36.33732268	589.9680332	11.62644112	20.65800629	0.044384407	vapor
583	0.1								20.67657169	0.048363917	50.90970462	55.74609633	148.6528072	27.92535725	36.34685439	590.4522305	11.56350616	20.69959428	0.04449358	vapor
584	0.1								20.64086025	0.048447593	50.93768865	55.78244797	148.7151064	27.93565961	36.35641285	590.9359119	11.50108076	20.74118539	0.044602867	vapor
585	0.1								20.60527351	0.048531266	50.96568261	55.81880917	148.7773155	27.94598112	36.36599775	591.4190791	11.43915922	20.78277952	0.044712267	vapor
586	0.1								20.56981081	0.048614934	50.99368654	55.85517997	148.8394348	27.95632156	36.37560879	591.9017337	11.37773592	20.82437657	0.044821779	vapor
587	0.1								20.53447149	0.048698599	51.02170046	55.89156039	148.9014645	27.96668074	36.38524567	592.3838775	11.31680532	20.86597644	0.044931403	vapor
588	0.1								20.49925489	0.048782261	51.04972438	55.92795047	148.9634051	27.97705843	36.39490809	592.865512	11.25636198	20.90757903	0.04504114	vapor
589	0.1								20.46416036	0.048865919	51.07775833	55.96435022	149.0252568	27.98745446	36.40459577	593.346639	11.19640051	20.94918424	0.045150987	vapor
590	0.1								20.42918725	0.048949573	51.10580233	56.00075967	149.0870201	27.99786861	36.41430841	593.8272601	11.13691562	20.99079197	0.045260946	vapor
591	0.1								20.39433492	0.049033224	51.13385641	56.03717884	149.1486953	28.0083007	36.42404574	594.3073769	11.07790207	21.03240213	0.045371015	vapor
592	0.1								20.35960273	0.049116872	51.16192057	56.07360777	149.2102826	28.01875053	36.43380748	594.786991	11.01935471	21.07401461	0.045481195	vapor
593	0.1								20.32499005	0.049200516	51.18999486	56.11004647	149.2717826	28.02921792	36.44359337	595.266104	10.96126846	21.11562932	0.045591484	vapor
594	0.1								20.29049624	0.049284157	51.21807927	56.14649496	149.3331954	28.03970268	36.45340313	595.7447175	10.90363831	21.15724616	0.045701884	vapor
595	0.1								20.25612069	0.049367794	51.24617385	56.18295328	149.3945214	28.05020464	36.46323651	596.2228332	10.84645932	21.19886503	0.045812392	vapor
596	0.1								20.22186277	0.049451428	51.2742786	56.21942144	149.455761	28.06072362	36.47309326	596.7004524	10.78972662	21.24048585	0.045923009	vapor
597	0.1								20.18772186	0.049535059	51.30239354	56.25589948	149.5169144	28.07125944	36.48297311	597.1775769	10.7334354	21.28210851	0.046033735	vapor
598	0.1								20.15369737	0.049618687	51.33051871	56.2923874	149.5779821	28.08181194	36.49287582	597.6542082	10.67758092	21.32373292	0.046144569	vapor
599	0.1								20.11978867	0.049702311	51.3586541	56.32888523	149.6389643	28.09238094	36.50280115	598.1303477	10.62215851	21.365359	0.046255511	vapor
600	0.1								20.08599517	0.049785933	51.38679976	56.36539301	149.6998613	28.10296629	36.51274885	598.6059971	10.56716357	21.40698664	0.04636656	vapor
601	0.1								20.05231627	0.049869551	51.41495568	56.40191074	149.7606736	28.11356782	36.5227187	599.0811578	10.51259154	21.44861575	0.046477717	vapor
602	0.1								20.01875138	0.049953165	51.44312191	56.43843845	149.8214013	28.12418537	36.53271045	599.5558314	10.45843794	21.49024624	0.04658898	vapor
603	0.1								19.9852999	0.050036777	51.47129844	56.47497617	149.8820448	28.13481878	36.54272389	600.0300193	10.40469836	21.53187802	0.04670035	vapor
604	0.1								19.95196126	0.050120386	51.49948531	56.51152391	149.9426044	28.14546791	36.55275879	600.503723	10.35136842	21.57351101	0.046811826	vapor
605	0.1								19.91873487	0.050203992	51.52768252	56.54808169	150.0030805	28.1561326	36.56281492	600.976944	10.29844382	21.6151451	0.046923407	vapor
606	0.1								19.88562014	0.050287594	51.55589011	56.58464954	150.0634734	28.1668127	36.57289207	601.4496838	10.24592033	21.65678021	0.047035094	vapor
607	0.1								19.85261652	0.050371194	51.58410808	56.62122748	150.1237832	28.17750807	36.58299004	601.9219439	10.19379374	21.69841625	0.047146886	vapor
608	0.1								19.81972343	0.050454791	51.61233645	56.65781553	150.1840105	28.18821857	36.5931086	602.3937256	10.14205993	21.74005314	0.047258783	vapor
609	0.1								19.78694031	0.050538385	51.64057525	56.69441371	150.2441554	28.19894405	36.60324756	602.8650304	10.09071483	21.78169077	0.047370785	vapor
610	0.1								19.7542666	0.050621976	51.66882448	56.73102203	150.3042183	28.20968438	36.6134067	603.3358598	10.0397544	21.82332908	0.047482891	vapor
611	0.1								19.72170173	0.050705564	51.69708417	56.76764053	150.3641995	28.22043941	36.62358584	603.8062151	9.989174676	21.86496796	0.0475951	vapor
612	0.1								19.68924516	0.050789149	51.72535434	56.80426921	150.4240992	28.23120903	36.63378477	604.2760978	9.938971748	21.90660734	0.047707413	vapor
613	0.1								19.65689633	0.050872731	51.753635	56.8409081	150.4839178	28.24199309	36.6440033	604.7455092	9.889141746	21.94824713	0.047819829	vapor
614	0.1								19.62465471	0.050956311	51.78192617	56.87755722	150.5436556	28.25279147	36.65424125	605.2144508	9.839680857	21.98988724	0.047932348	vapor
615	0.1								19.59251975	0.051039887	51.81022786	56.91421659	150.6033128	28.26360403	36.66449842	605.682924	9.790585318	22.03152758	0.04804497	vapor
616	0.1								19.5604909	0.051123461	51.8385401	56.95088623	150.6628898	28.27443067	36.67477463	606.1509301	9.741851414	22.07316808	0.048157694	vapor
617	0.1								19.52856765	0.051207033	51.86686289	56.98756615	150.7223869	28.28527124	36.68506971	606.6184705	9.693475479	22.11480865	0.04827052	vapor
618	0.1								19.49674945	0.051290601	51.89519626	57.02425637	150.7818043	28.29612564	36.69538346	607.0855466	9.645453895	22.1564492	0.048383447	vapor
619	0.1								19.46503579	0.051374167	51.92354022	57.06095692	150.8411423	28.30699374	36.70571573	607.5521596	9.597783091	22.19808966	0.048496476	vapor
620	0.1								19.43342613	0.05145773	51.95189478	57.09766781	150.9004012	28.31787543	36.71606633	608.018311	9.55045954	22.23972994	0.048609606	vapor
621	0.1								19.40191996	0.051541291	51.98025997	57.13438906	150.9595813	28.32877059	36.7264351	608.4840021	9.503479766	22.28136996	0.048722837	vapor
622	0.1								19.37051676	0.051624849	52.0086358	57.17112069	151.0186829	28.33967911	36.73682186	608.9492341	9.456840331	22.32300963	0.048836168	vapor
623	0.1								19.33921602	0.051708404	52.03702228	57.20786271	151.0777062	28.35060088	36.74722647	609.4140085	9.410537846	22.36464889	0.048949599	vapor
624	0.1								19.30801723	0.051791957	52.06541944	57.24461515	151.1366516	28.36153579	36.75764874	609.8783266	9.364568965	22.40628764	0.04906313	vapor
625	0.1								19.27691988	0.051875507	52.09382727	57.28137801	151.1955193	28.37248373	36.76808853	610.3421895	9.318930381	22.44792581	0.04917676	vapor
626	0.1								19.24592348	0.051959055	52.12224581	57.31815133	151.2543096	28.3834446	36.77854568	610.8055987	9.273618834	22.48956331	0.04929049	vapor
