Temperature (K)	Pressure (MPa)	"Density (l, mol/m3)"	"Volume (l, m3/mol)"	"Internal Energy (l, kJ/mol)"	"Enthalpy (l, kJ/mol)"	"Entropy (l, J/mol*K)"	"Cv (l, J/mol*K)"	"Cp (l, J/mol*K)"	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Phase
1025	1								117.607077	0.00850289	64.34275184	72.8456415	151.239795	33.36148818	41.81988728	vapor
1026	1								117.4912013	0.008511276	64.37619173	72.88746737	151.2805809	33.37390803	41.83184682	vapor
1027	1								117.3755569	0.008519661	64.40964381	72.9293052	151.3213386	33.38632766	41.84380816	vapor
1028	1								117.260143	0.008528047	64.44310808	72.97115499	151.3620683	33.39874705	41.85577127	vapor
1029	1								117.144959	0.008536432	64.47658454	73.01301674	151.4027701	33.41116614	41.8677361	vapor
1030	1								117.0300041	0.008544817	64.51007319	73.05489046	151.4434439	33.42358491	41.8797026	vapor
1031	1								116.9152777	0.008553202	64.54357404	73.09677615	151.4840899	33.43600332	41.89167072	vapor
1032	1								116.800779	0.008561587	64.57708707	73.1386738	151.5247081	33.44842133	41.90364041	vapor
1033	1								116.6865074	0.008569971	64.6106123	73.18058343	151.5652986	33.46083891	41.91561163	vapor
1034	1								116.5724622	0.008578355	64.64414972	73.22250503	151.6058613	33.47325601	41.92758432	vapor
1035	1								116.4586426	0.008586739	64.67769933	73.2644386	151.6463964	33.48567261	41.93955845	vapor
1036	1								116.3450481	0.008595123	64.71126113	73.30638414	151.6869039	33.49808866	41.95153396	vapor
1037	1								116.2316779	0.008603507	64.74483514	73.34834167	151.727384	33.51050413	41.96351081	vapor
1038	1								116.1185314	0.00861189	64.77842133	73.39031117	151.7678365	33.52291899	41.97548895	vapor
1039	1								116.0056078	0.008620273	64.81201972	73.43229265	151.8082616	33.5353332	41.98746833	vapor
1040	1								115.8929066	0.008628656	64.84563031	73.4742861	151.8486593	33.54774672	41.99944891	vapor
1041	1								115.780427	0.008637038	64.87925309	73.51629154	151.8890298	33.56015952	42.01143064	vapor
1042	1								115.6681683	0.008645421	64.91288807	73.55830897	151.929373	33.57257156	42.02341348	vapor
1043	1								115.55613	0.008653803	64.94653524	73.60033837	151.9696889	33.58498281	42.03539738	vapor
1044	1								115.4443114	0.008662185	64.98019461	73.64237976	152.0099778	33.59739324	42.0473823	vapor
1045	1								115.3327117	0.008670567	65.01386617	73.68443314	152.0502395	33.6098028	42.05936818	vapor
1046	1								115.2213304	0.008678949	65.04754993	73.7264985	152.0904742	33.62221146	42.071355	vapor
1047	1								115.1101668	0.00868733	65.08124589	73.76857585	152.1306819	33.6346192	42.08334269	vapor
1048	1								114.9992202	0.008695711	65.11495404	73.81066518	152.1708626	33.64702596	42.09533122	vapor
1049	1								114.88849	0.008704092	65.14867439	73.85276651	152.2110165	33.65943173	42.10732054	vapor
1050	1								114.7779756	0.008712473	65.18240694	73.89487982	152.2511435	33.67183646	42.1193106	vapor
1051	1								114.6676763	0.008720853	65.21615168	73.93700513	152.2912438	33.68424013	42.13130138	vapor
1052	1								114.5575914	0.008729234	65.24990862	73.97914243	152.3313173	33.69664269	42.14329281	vapor
1053	1								114.4477204	0.008737614	65.28367775	74.02129172	152.3713641	33.70904411	42.15528485	vapor
1054	1								114.3380626	0.008745994	65.31745908	74.063453	152.4113843	33.72144437	42.16727747	vapor
1055	1								114.2286173	0.008754374	65.3512526	74.10562627	152.451378	33.73384342	42.17927062	vapor
1056	1								114.119384	0.008762753	65.38505832	74.14781154	152.491345	33.74624123	42.19126426	vapor
1057	1								114.010362	0.008771133	65.41887623	74.1900088	152.5312857	33.75863777	42.20325833	vapor
1058	1								113.9015507	0.008779512	65.45270633	74.23221806	152.5711999	33.77103301	42.21525281	vapor
1059	1								113.7929495	0.008787891	65.48654863	74.27443931	152.6110877	33.78342691	42.22724765	vapor
1060	1								113.6845577	0.008796269	65.52040312	74.31667255	152.6509492	33.79581944	42.2392428	vapor
1061	1								113.5763748	0.008804648	65.5542698	74.35891779	152.6907844	33.80821056	42.25123823	vapor
1062	1								113.4684001	0.008813026	65.58814868	74.40117503	152.7305934	33.82060025	42.26323389	vapor
1063	1								113.360633	0.008821405	65.62203974	74.44344426	152.7703762	33.83298847	42.27522973	vapor
1064	1								113.2530729	0.008829782	65.655943	74.48572549	152.8101328	33.84537519	42.28722573	vapor
1065	1								113.1457192	0.00883816	65.68985844	74.52801871	152.8498635	33.85776038	42.29922183	vapor
1066	1								113.0385713	0.008846538	65.72378607	74.57032393	152.889568	33.87014399	42.311218	vapor
1067	1								112.9316286	0.008854915	65.7577259	74.61264115	152.9292466	33.88252601	42.32321419	vapor
1068	1								112.8248904	0.008863292	65.79167791	74.65497036	152.9688993	33.8949064	42.33521037	vapor
1069	1								112.7183563	0.008871669	65.8256421	74.69731157	153.0085261	33.90728513	42.34720649	vapor
1070	1								112.6120256	0.008880046	65.85961848	74.73966477	153.048127	33.91966216	42.35920251	vapor
1071	1								112.5058977	0.008888423	65.89360705	74.78202997	153.0877021	33.93203746	42.37119839	vapor
1072	1								112.399972	0.008896799	65.9276078	74.82440717	153.1272516	33.94441101	42.3831941	vapor
1073	1								112.2942479	0.008905176	65.96162073	74.86679636	153.1667753	33.95678276	42.39518958	vapor
1074	1								112.1887249	0.008913552	65.99564585	74.90919755	153.2062734	33.9691527	42.40718481	vapor
1075	1								112.0834024	0.008921928	66.02968314	74.95161073	153.2457459	33.98152078	42.41917974	vapor
1076	1								111.9782797	0.008930303	66.06373262	74.99403591	153.2851928	33.99388698	42.43117433	vapor
1077	1								111.8733564	0.008938679	66.09779427	75.03647308	153.3246142	34.00625127	42.44316855	vapor
1078	1								111.7686318	0.008947054	66.1318681	75.07892224	153.3640102	34.01861361	42.45516235	vapor
1079	1								111.6641053	0.008955429	66.16595411	75.1213834	153.4033808	34.03097397	42.46715569	vapor
1080	1								111.5597765	0.008963804	66.20005229	75.16385655	153.442726	34.04333232	42.47914854	vapor
1081	1								111.4556446	0.008972179	66.23416265	75.2063417	153.4820459	34.05568864	42.49114086	vapor
1082	1								111.3517092	0.008980554	66.26828518	75.24883884	153.5213405	34.06804289	42.50313261	vapor
1083	1								111.2479697	0.008988928	66.30241987	75.29134796	153.5606099	34.08039504	42.51512374	vapor
1084	1								111.1444255	0.008997302	66.33656674	75.33386908	153.5998541	34.09274506	42.52711423	vapor
1085	1								111.0410761	0.009005676	66.37072578	75.37640219	153.6390732	34.10509293	42.53910404	vapor
1086	1								110.9379209	0.00901405	66.40489699	75.41894729	153.6782672	34.1174386	42.55109312	vapor
1087	1								110.8349594	0.009022424	66.43908036	75.46150438	153.7174362	34.12978205	42.56308144	vapor
1088	1								110.7321909	0.009030798	66.47327589	75.50407345	153.7565802	34.14212326	42.57506896	vapor
1089	1								110.629615	0.009039171	66.50748359	75.54665452	153.7956992	34.15446219	42.58705564	vapor
1090	1								110.5272311	0.009047544	66.54170344	75.58924757	153.8347934	34.1667988	42.59904145	vapor
1091	1								110.4250386	0.009055917	66.57593546	75.6318526	153.8738626	34.17913309	42.61102635	vapor
1092	1								110.3230371	0.00906429	66.61017963	75.67446962	153.9129071	34.191465	42.6230103	vapor
1093	1								110.2212259	0.009072663	66.64443596	75.71709862	153.9519268	34.20379452	42.63499327	vapor
1094	1								110.1196045	0.009081035	66.67870445	75.7597396	153.9909217	34.21612161	42.64697522	vapor
1095	1								110.0181724	0.009089407	66.71298509	75.80239257	154.029892	34.22844624	42.65895611	vapor
1096	1								109.9169291	0.00909778	66.74727787	75.84505752	154.0688376	34.2407684	42.67093591	vapor
1097	1								109.815874	0.009106152	66.78158281	75.88773444	154.1077587	34.25308804	42.68291458	vapor
1098	1								109.7150065	0.009114523	66.81589989	75.93042334	154.1466552	34.26540514	42.69489208	vapor
1099	1								109.6143262	0.009122895	66.85022912	75.97312422	154.1855272	34.27771967	42.70686838	vapor
1100	1								109.5138326	0.009131267	66.88457049	76.01583708	154.2243747	34.2900316	42.71884345	vapor
1101	1								109.413525	0.009139638	66.91892401	76.05856191	154.2631978	34.3023409	42.73081724	vapor
1102	1								109.313403	0.009148009	66.95328966	76.10129871	154.3019965	34.31464755	42.74278973	vapor
1103	1								109.213466	0.00915638	66.98766745	76.14404749	154.3407709	34.32695152	42.75476087	vapor
1104	1								109.1137136	0.009164751	67.02205738	76.18680824	154.3795211	34.33925277	42.76673063	vapor
1105	1								109.0141451	0.009173122	67.05645944	76.22958095	154.4182469	34.35155129	42.77869899	vapor
1106	1								108.9147602	0.009181492	67.09087363	76.27236563	154.4569486	34.36384704	42.79066589	vapor
1107	1								108.8155583	0.009189862	67.12529995	76.31516228	154.4956261	34.37613999	42.80263131	vapor
1108	1								108.7165388	0.009198232	67.1597384	76.3579709	154.5342795	34.38843012	42.81459522	vapor
1109	1								108.6177012	0.009206603	67.19418897	76.40079147	154.5729088	34.40071741	42.82655757	vapor
1110	1								108.5190451	0.009214972	67.22865166	76.44362401	154.611514	34.41300181	42.83851835	vapor
1111	1								108.42057	0.009223342	67.26312648	76.48646851	154.6500953	34.42528331	42.8504775	vapor
1112	1								108.3222753	0.009231712	67.29761341	76.52932496	154.6886526	34.43756188	42.862435	vapor
1113	1								108.2241605	0.009240081	67.33211246	76.57219338	154.727186	34.44983748	42.87439081	vapor
1114	1								108.1262252	0.00924845	67.36662363	76.61507375	154.7656955	34.46211011	42.8863449	vapor
1115	1								108.0284687	0.009256819	67.4011469	76.65796607	154.8041813	34.47437972	42.89829724	vapor
1116	1								107.9308908	0.009265188	67.43568228	76.70087034	154.8426432	34.48664629	42.9102478	vapor
1117	1								107.8334907	0.009273557	67.47022977	76.74378656	154.8810814	34.49890979	42.92219653	vapor
1118	1								107.7362681	0.009281925	67.50478937	76.78671473	154.9194958	34.5111702	42.93414341	vapor
1119	1								107.6392225	0.009290294	67.53936106	76.82965485	154.9578866	34.52342749	42.94608841	vapor
1120	1								107.5423533	0.009298662	67.57394485	76.87260691	154.9962538	34.53568163	42.95803149	vapor
1121	1								107.4456601	0.00930703	67.60854074	76.91557091	155.0345974	34.5479326	42.96997262	vapor
1122	1								107.3491424	0.009315398	67.64314873	76.95854685	155.0729175	34.56018038	42.98191176	vapor
1123	1								107.2527997	0.009323766	67.6777688	77.00153473	155.111214	34.57242493	42.9938489	vapor
1124	1								107.1566316	0.009332134	67.71240097	77.04453455	155.1494871	34.58466623	43.00578398	vapor
1125	1								107.0606374	0.009340501	67.74704522	77.0875463	155.1877368	34.59690425	43.01771698	vapor
1126	1								106.9648169	0.009348868	67.78170155	77.13056998	155.2259631	34.60913897	43.02964788	vapor
1127	1								106.8691694	0.009357236	67.81636996	77.1736056	155.264166	34.62137036	43.04157663	vapor
1128	1								106.7736946	0.009365603	67.85105045	77.21665314	155.3023457	34.6335984	43.05350321	vapor
1129	1								106.6783918	0.00937397	67.88574302	77.2597126	155.340502	34.64582306	43.06542758	vapor
1130	1								106.5832608	0.009382336	67.92044766	77.30278399	155.3786352	34.65804432	43.07734971	vapor
1131	1								106.4883009	0.009390703	67.95516437	77.3458673	155.4167451	34.67026215	43.08926958	vapor
1132	1								106.3935118	0.009399069	67.98989314	77.38896253	155.454832	34.68247652	43.10118715	vapor
1133	1								106.298893	0.009407436	68.02463398	77.43206967	155.4928957	34.69468742	43.11310239	vapor
1134	1								106.2044439	0.009415802	68.05938688	77.47518873	155.5309363	34.7068948	43.12501527	vapor
1135	1								106.1101642	0.009424168	68.09415183	77.5183197	155.5689539	34.71909866	43.13692576	vapor
1136	1								106.0160534	0.009432534	68.12892885	77.56146258	155.6069485	34.73129897	43.14883382	vapor
1137	1								105.9221109	0.009440899	68.16371791	77.60461737	155.6449202	34.7434957	43.16073944	vapor
1138	1								105.8283365	0.009449265	68.19851902	77.64778406	155.6828689	34.75568882	43.17264257	vapor
1139	1								105.7347295	0.00945763	68.23333218	77.69096265	155.7207948	34.76787832	43.18454319	vapor
1140	1								105.6412896	0.009465996	68.26815738	77.73415315	155.7586978	34.78006417	43.19644128	vapor
1141	1								105.5480163	0.009474361	68.30299462	77.77735554	155.796578	34.79224634	43.20833678	vapor
1142	1								105.4549091	0.009482726	68.3378439	77.82056982	155.8344355	34.8044248	43.22022969	vapor
1143	1								105.3619676	0.009491091	68.37270521	77.86379599	155.8722702	34.81659955	43.23211997	vapor
1144	1								105.2691913	0.009499456	68.40757855	77.90703406	155.9100822	34.82877054	43.24400759	vapor
1145	1								105.1765799	0.00950782	68.44246391	77.95028401	155.9478716	34.84093777	43.25589252	vapor
1146	1								105.0841328	0.009516185	68.4773613	77.99354584	155.9856384	34.8531012	43.26777473	vapor
1147	1								104.9918496	0.009524549	68.51227071	78.03681956	156.0233826	34.86526081	43.27965419	vapor
1148	1								104.8997299	0.009532913	68.54719214	78.08010515	156.0611042	34.87741657	43.29153088	vapor
1149	1								104.8077733	0.009541277	68.58212558	78.12340262	156.0988034	34.88956847	43.30340476	vapor
1150	1								104.7159792	0.009549641	68.61707104	78.16671196	156.1364801	34.90171648	43.31527582	vapor
1151	1								104.6243473	0.009558005	68.6520285	78.21003317	156.1741343	34.91386058	43.327144	vapor
1152	1								104.5328771	0.009566368	68.68699796	78.25336625	156.2117662	34.92600074	43.3390093	vapor
1153	1								104.4415681	0.009574732	68.72197942	78.29671119	156.2493757	34.93813694	43.35087168	vapor
1154	1								104.3504201	0.009583095	68.75697288	78.34006799	156.2869628	34.95026916	43.36273112	vapor
1155	1								104.2594324	0.009591458	68.79197834	78.38343665	156.3245277	34.96239737	43.37458758	vapor
1156	1								104.1686048	0.009599821	68.82699578	78.42681716	156.3620704	34.97452156	43.38644104	vapor
1157	1								104.0779367	0.009608184	68.86202521	78.47020953	156.3995908	34.9866417	43.39829147	vapor
1158	1								103.9874278	0.009616547	68.89706662	78.51361374	156.437089	34.99875776	43.41013884	vapor
1159	1								103.8970776	0.00962491	68.93212001	78.55702981	156.4745651	35.01086973	43.42198313	vapor
1160	1								103.8068857	0.009633272	68.96718538	78.60045771	156.5120191	35.02297758	43.43382431	vapor
1161	1								103.7168517	0.009641635	69.00226272	78.64389745	156.549451	35.03508128	43.44566234	vapor
1162	1								103.6269751	0.009649997	69.03735202	78.68734903	156.5868609	35.04718083	43.45749722	vapor
1163	1								103.5372556	0.009658359	69.0724533	78.73081245	156.6242488	35.05927619	43.4693289	vapor
1164	1								103.4476927	0.009666721	69.10756653	78.77428769	156.6616147	35.07136735	43.48115735	vapor
1165	1								103.358286	0.009675083	69.14269172	78.81777476	156.6989587	35.08345428	43.49298257	vapor
1166	1								103.2690351	0.009683445	69.17782886	78.86127365	156.7362808	35.09553696	43.50480451	vapor
1167	1								103.1799396	0.009691806	69.21297796	78.90478437	156.773581	35.10761536	43.51662315	vapor
1168	1								103.090999	0.009700168	69.248139	78.9483069	156.8108594	35.11968947	43.52843846	vapor
1169	1								103.0022131	0.009708529	69.28331198	78.99184124	156.848116	35.13175927	43.54025043	vapor
1170	1								102.9135812	0.009716891	69.3184969	79.0353874	156.8853509	35.14382473	43.55205901	vapor
1171	1								102.8251032	0.009725252	69.35369375	79.07894536	156.922564	35.15588584	43.5638642	vapor
1172	1								102.7367784	0.009733613	69.38890253	79.12251513	156.9597555	35.16794256	43.57566595	vapor
1173	1								102.6486066	0.009741973	69.42412325	79.16609669	156.9969252	35.17999488	43.58746425	vapor
1174	1								102.5605874	0.009750334	69.45935588	79.20969005	157.0340734	35.19204279	43.59925906	vapor
1175	1								102.4727203	0.009758695	69.49460043	79.25329521	157.0712	35.20408625	43.61105037	vapor
1176	1								102.3850049	0.009767055	69.5298569	79.29691215	157.108305	35.21612525	43.62283815	vapor
1177	1								102.2974409	0.009775416	69.56512528	79.34054088	157.1453885	35.22815976	43.63462237	vapor
1178	1								102.2100278	0.009783776	69.60040556	79.3841814	157.1824505	35.24018977	43.64640301	vapor
1179	1								102.1227653	0.009792136	69.63569775	79.42783369	157.219491	35.25221525	43.65818005	vapor
1180	1								102.0356529	0.009800496	69.67100184	79.47149776	157.2565102	35.26423619	43.66995345	vapor
1181	1								101.9486903	0.009808856	69.70631782	79.51517359	157.2935079	35.27625257	43.68172319	vapor
1182	1								101.8618771	0.009817216	69.74164569	79.5588612	157.3304843	35.28826435	43.69348926	vapor
1183	1								101.7752128	0.009825575	69.77698544	79.60256057	157.3674394	35.30027153	43.70525161	vapor
1184	1								101.6886972	0.009833935	69.81233708	79.6462717	157.4043732	35.31227409	43.71701024	vapor
1185	1								101.6023298	0.009842294	69.8477006	79.68999459	157.4412857	35.324272	43.72876511	vapor
1186	1								101.5161102	0.009850653	69.88307599	79.73372923	157.478177	35.33626524	43.74051621	vapor
1187	1								101.430038	0.009859012	69.91846325	79.77747562	157.5150471	35.34825379	43.7522635	vapor
1188	1								101.344113	0.009867371	69.95386237	79.82123376	157.5518961	35.36023764	43.76400697	vapor
1189	1								101.2583346	0.00987573	69.98927336	79.86500363	157.5887239	35.37221676	43.77574658	vapor
1190	1								101.1727024	0.009884089	70.0246962	79.90878525	157.6255306	35.38419114	43.78748232	vapor
1191	1								101.0872163	0.009892448	70.0601309	79.9525786	157.6623163	35.39616075	43.79921417	vapor
1192	1								101.0018756	0.009900806	70.09557744	79.99638368	157.699081	35.40812557	43.81094209	vapor
1193	1								100.9166802	0.009909165	70.13103583	80.04020048	157.7358246	35.4200856	43.82266607	vapor
1194	1								100.8316295	0.009917523	70.16650605	80.08402901	157.7725473	35.4320408	43.83438608	vapor
1195	1								100.7467232	0.009925881	70.20198811	80.12786925	157.8092491	35.44399116	43.8461021	vapor
1196	1								100.6619611	0.009934239	70.237482	80.17172121	157.8459299	35.45593665	43.85781411	vapor
1197	1								100.5773425	0.009942597	70.27298772	80.21558488	157.8825899	35.46787727	43.86952208	vapor
1198	1								100.4928673	0.009950955	70.30850526	80.25946025	157.919229	35.47981299	43.88122598	vapor
1199	1								100.4085351	0.009959313	70.34403461	80.30334733	157.9558474	35.49174379	43.89292581	vapor
1200	1								100.3243454	0.00996767	70.37957578	80.3472461	157.9924449	35.50366965	43.90462153	vapor
1201	1								100.2402979	0.009976028	70.41512876	80.39115657	158.0290218	35.51559056	43.91631313	vapor
1202	1								100.1563923	0.009984385	70.45069354	80.43507873	158.0655779	35.52750649	43.92800057	vapor
1203	1								100.0726282	0.009992742	70.48627011	80.47901257	158.1021133	35.53941744	43.93968385	vapor
1204	1								99.98900514	0.0100011	70.52185849	80.52295809	158.1386281	35.55132337	43.95136293	vapor
1205	1								99.90552288	0.010009457	70.55745865	80.56691529	158.1751222	35.56322427	43.96303779	vapor
1206	1								99.82218103	0.010017814	70.5930706	80.61088417	158.2115958	35.57512013	43.97470841	vapor
1207	1								99.73897923	0.01002617	70.62869432	80.65486471	158.2480488	35.58701092	43.98637478	vapor
1208	1								99.65591711	0.010034527	70.66432983	80.69885692	158.2844812	35.59889663	43.99803686	vapor
1209	1								99.57299433	0.010042884	70.6999771	80.74286078	158.3208932	35.61077724	44.00969464	vapor
1210	1								99.49021053	0.01005124	70.73563614	80.7868763	158.3572847	35.62265273	44.02134809	vapor
1211	1								99.40756535	0.010059597	70.77130694	80.83090348	158.3936558	35.63452308	44.0329972	vapor
1212	1								99.32505845	0.010067953	70.8069895	80.8749423	158.4300064	35.64638828	44.04464194	vapor
1213	1								99.24268947	0.010076309	70.84268381	80.91899276	158.4663367	35.65824831	44.0562823	vapor
1214	1								99.16045807	0.010084665	70.87838987	80.96305486	158.5026466	35.67010315	44.06791824	vapor
1215	1								99.07836389	0.010093021	70.91410767	81.00712859	158.5389363	35.68195278	44.07954975	vapor
1216	1								98.99640659	0.010101377	70.94983721	81.05121396	158.5752056	35.69379718	44.09117681	vapor
1217	1								98.91458583	0.010109732	70.98557848	81.09531095	158.6114547	35.70563635	44.1027994	vapor
1218	1								98.83290126	0.010118088	71.02133148	81.13941956	158.6476835	35.71747026	44.11441749	vapor
1219	1								98.75135253	0.010126444	71.0570962	81.18353978	158.6838921	35.72929889	44.12603108	vapor
1220	1								98.6699393	0.010134799	71.09287264	81.22767162	158.7200806	35.74112223	44.13764012	vapor
1221	1								98.58866124	0.010143154	71.12866079	81.27181506	158.7562489	35.75294026	44.14924462	vapor
1222	1								98.507518	0.010151509	71.16446065	81.3159701	158.7923971	35.76475297	44.16084453	vapor
