Temperature (K)	Pressure (MPa)	"Density (l, mol/m3)"	"Volume (l, m3/mol)"	"Internal Energy (l, kJ/mol)"	"Enthalpy (l, kJ/mol)"	"Entropy (l, J/mol*K)"	"Cv (l, J/mol*K)"	"Cp (l, J/mol*K)"	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
966	2								250.51	0.0039918	62.307	70.291	142.93	32.743	41.411	746.4	2.6259	36.357	0.093489	vapor
967	2								250.25	0.003996	62.34	70.332	142.97	32.754	41.422	746.77	2.6181	36.396	0.093625	vapor
968	2								249.98	0.0040003	62.373	70.373	143.02	32.766	41.432	747.13	2.6104	36.435	0.093761	vapor
969	2								249.72	0.0040045	62.406	70.415	143.06	32.778	41.443	747.5	2.6027	36.473	0.093897	vapor
970	2								249.45	0.0040088	62.439	70.456	143.1	32.79	41.454	747.87	2.595	36.512	0.094033	vapor
971	2								249.19	0.004013	62.472	70.498	143.14	32.802	41.464	748.24	2.5874	36.551	0.094169	vapor
972	2								248.93	0.0040173	62.505	70.539	143.19	32.814	41.475	748.6	2.5798	36.59	0.094306	vapor
973	2								248.66	0.0040215	62.538	70.581	143.23	32.826	41.486	748.97	2.5722	36.629	0.094442	vapor
974	2								248.4	0.0040257	62.571	70.622	143.27	32.838	41.497	749.33	2.5646	36.668	0.094578	vapor
975	2								248.14	0.00403	62.604	70.664	143.32	32.85	41.507	749.7	2.5571	36.707	0.094715	vapor
976	2								247.88	0.0040342	62.637	70.705	143.36	32.862	41.518	750.07	2.5496	36.746	0.094851	vapor
977	2								247.62	0.0040385	62.67	70.747	143.4	32.874	41.529	750.43	2.5422	36.785	0.094987	vapor
978	2								247.36	0.0040427	62.703	70.788	143.44	32.886	41.54	750.8	2.5347	36.823	0.095124	vapor
979	2								247.1	0.0040469	62.736	70.83	143.49	32.898	41.551	751.16	2.5273	36.862	0.09526	vapor
980	2								246.84	0.0040512	62.769	70.871	143.53	32.91	41.561	751.53	2.52	36.901	0.095397	vapor
981	2								246.58	0.0040554	62.802	70.913	143.57	32.922	41.572	751.89	2.5126	36.94	0.095533	vapor
982	2								246.33	0.0040597	62.835	70.954	143.61	32.933	41.583	752.25	2.5053	36.979	0.09567	vapor
983	2								246.07	0.0040639	62.868	70.996	143.66	32.945	41.594	752.62	2.498	37.017	0.095807	vapor
984	2								245.81	0.0040681	62.901	71.038	143.7	32.957	41.605	752.98	2.4907	37.056	0.095944	vapor
985	2								245.56	0.0040724	62.934	71.079	143.74	32.969	41.615	753.34	2.4835	37.095	0.09608	vapor
986	2								245.3	0.0040766	62.968	71.121	143.78	32.981	41.626	753.71	2.4763	37.133	0.096217	vapor
987	2								245.05	0.0040809	63.001	71.163	143.82	32.993	41.637	754.07	2.4691	37.172	0.096354	vapor
988	2								244.79	0.0040851	63.034	71.204	143.87	33.005	41.648	754.43	2.462	37.211	0.096491	vapor
989	2								244.54	0.0040893	63.067	71.246	143.91	33.017	41.659	754.8	2.4548	37.25	0.096628	vapor
990	2								244.28	0.0040936	63.1	71.287	143.95	33.029	41.67	755.16	2.4477	37.288	0.096765	vapor
991	2								244.03	0.0040978	63.134	71.329	143.99	33.041	41.681	755.52	2.4407	37.327	0.096902	vapor
992	2								243.78	0.0041021	63.167	71.371	144.03	33.053	41.692	755.88	2.4336	37.366	0.097039	vapor
993	2								243.53	0.0041063	63.2	71.413	144.08	33.065	41.703	756.24	2.4266	37.404	0.097176	vapor
994	2								243.28	0.0041105	63.233	71.454	144.12	33.077	41.713	756.6	2.4196	37.443	0.097313	vapor
995	2								243.03	0.0041148	63.266	71.496	144.16	33.089	41.724	756.96	2.4126	37.481	0.09745	vapor
996	2								242.78	0.004119	63.3	71.538	144.2	33.101	41.735	757.33	2.4057	37.52	0.097587	vapor
997	2								242.53	0.0041232	63.333	71.579	144.24	33.113	41.746	757.69	2.3988	37.559	0.097724	vapor
998	2								242.28	0.0041275	63.366	71.621	144.29	33.125	41.757	758.05	2.3919	37.597	0.097862	vapor
999	2								242.03	0.0041317	63.4	71.663	144.33	33.137	41.768	758.41	2.385	37.636	0.097999	vapor
1000	2								241.78	0.0041359	63.433	71.705	144.37	33.149	41.779	758.77	2.3782	37.674	0.098136	vapor
1001	2								241.54	0.0041402	63.466	71.746	144.41	33.162	41.79	759.13	2.3714	37.713	0.098274	vapor
1002	2								241.29	0.0041444	63.499	71.788	144.45	33.174	41.801	759.49	2.3646	37.751	0.098411	vapor
1003	2								241.04	0.0041487	63.533	71.83	144.5	33.186	41.812	759.84	2.3578	37.79	0.098549	vapor
1004	2								240.8	0.0041529	63.566	71.872	144.54	33.198	41.823	760.2	2.3511	37.828	0.098686	vapor
1005	2								240.55	0.0041571	63.6	71.914	144.58	33.21	41.834	760.56	2.3444	37.867	0.098824	vapor
1006	2								240.31	0.0041614	63.633	71.956	144.62	33.222	41.845	760.92	2.3377	37.905	0.098961	vapor
1007	2								240.06	0.0041656	63.666	71.997	144.66	33.234	41.856	761.28	2.331	37.944	0.099099	vapor
1008	2								239.82	0.0041698	63.7	72.039	144.7	33.246	41.867	761.64	2.3244	37.982	0.099237	vapor
1009	2								239.58	0.0041741	63.733	72.081	144.74	33.258	41.878	761.99	2.3178	38.02	0.099374	vapor
1010	2								239.33	0.0041783	63.766	72.123	144.79	33.27	41.889	762.35	2.3112	38.059	0.099512	vapor
1011	2								239.09	0.0041825	63.8	72.165	144.83	33.282	41.9	762.71	2.3046	38.097	0.09965	vapor
1012	2								238.85	0.0041868	63.833	72.207	144.87	33.294	41.911	763.07	2.2981	38.136	0.099788	vapor
1013	2								238.61	0.004191	63.867	72.249	144.91	33.306	41.922	763.42	2.2915	38.174	0.099925	vapor
1014	2								238.37	0.0041952	63.9	72.291	144.95	33.318	41.934	763.78	2.2851	38.212	0.10006	vapor
1015	2								238.13	0.0041994	63.934	72.333	144.99	33.33	41.945	764.14	2.2786	38.251	0.1002	vapor
1016	2								237.89	0.0042037	63.967	72.375	145.03	33.342	41.956	764.49	2.2721	38.289	0.10034	vapor
1017	2								237.65	0.0042079	64.001	72.417	145.08	33.354	41.967	764.85	2.2657	38.327	0.10048	vapor
1018	2								237.41	0.0042121	64.034	72.459	145.12	33.366	41.978	765.2	2.2593	38.366	0.10062	vapor
1019	2								237.17	0.0042164	64.068	72.501	145.16	33.378	41.989	765.56	2.2529	38.404	0.10075	vapor
1020	2								236.93	0.0042206	64.101	72.542	145.2	33.391	42	765.91	2.2466	38.442	0.10089	vapor
1021	2								236.7	0.0042248	64.135	72.585	145.24	33.403	42.011	766.27	2.2403	38.481	0.10103	vapor
1022	2								236.46	0.0042291	64.168	72.627	145.28	33.415	42.022	766.62	2.234	38.519	0.10117	vapor
1023	2								236.22	0.0042333	64.202	72.669	145.32	33.427	42.033	766.98	2.2277	38.557	0.10131	vapor
1024	2								235.99	0.0042375	64.236	72.711	145.36	33.439	42.045	767.33	2.2214	38.595	0.10144	vapor
1025	2								235.75	0.0042418	64.269	72.753	145.4	33.451	42.056	767.69	2.2152	38.634	0.10158	vapor
1026	2								235.52	0.004246	64.303	72.795	145.45	33.463	42.067	768.04	2.209	38.672	0.10172	vapor
1027	2								235.28	0.0042502	64.336	72.837	145.49	33.475	42.078	768.39	2.2028	38.71	0.10186	vapor
1028	2								235.05	0.0042544	64.37	72.879	145.53	33.487	42.089	768.75	2.1966	38.748	0.102	vapor
1029	2								234.82	0.0042587	64.404	72.921	145.57	33.499	42.1	769.1	2.1905	38.786	0.10214	vapor
1030	2								234.58	0.0042629	64.437	72.963	145.61	33.511	42.112	769.45	2.1843	38.824	0.10227	vapor
1031	2								234.35	0.0042671	64.471	73.005	145.65	33.524	42.123	769.81	2.1782	38.863	0.10241	vapor
1032	2								234.12	0.0042713	64.505	73.047	145.69	33.536	42.134	770.16	2.1722	38.901	0.10255	vapor
1033	2								233.89	0.0042756	64.538	73.089	145.73	33.548	42.145	770.51	2.1661	38.939	0.10269	vapor
1034	2								233.66	0.0042798	64.572	73.132	145.77	33.56	42.156	770.86	2.1601	38.977	0.10283	vapor
1035	2								233.42	0.004284	64.606	73.174	145.81	33.572	42.167	771.22	2.154	39.015	0.10297	vapor
1036	2								233.19	0.0042883	64.639	73.216	145.85	33.584	42.179	771.57	2.148	39.053	0.10311	vapor
1037	2								232.97	0.0042925	64.673	73.258	145.9	33.596	42.19	771.92	2.1421	39.091	0.10324	vapor
1038	2								232.74	0.0042967	64.707	73.3	145.94	33.608	42.201	772.27	2.1361	39.129	0.10338	vapor
1039	2								232.51	0.0043009	64.741	73.343	145.98	33.62	42.212	772.62	2.1302	39.167	0.10352	vapor
1040	2								232.28	0.0043052	64.774	73.385	146.02	33.632	42.224	772.97	2.1243	39.205	0.10366	vapor
1041	2								232.05	0.0043094	64.808	73.427	146.06	33.645	42.235	773.32	2.1184	39.243	0.1038	vapor
1042	2								231.82	0.0043136	64.842	73.469	146.1	33.657	42.246	773.67	2.1125	39.281	0.10394	vapor
1043	2								231.6	0.0043178	64.876	73.511	146.14	33.669	42.257	774.02	2.1067	39.319	0.10408	vapor
1044	2								231.37	0.0043221	64.91	73.554	146.18	33.681	42.268	774.37	2.1009	39.357	0.10422	vapor
1045	2								231.14	0.0043263	64.943	73.596	146.22	33.693	42.28	774.72	2.0951	39.395	0.10436	vapor
1046	2								230.92	0.0043305	64.977	73.638	146.26	33.705	42.291	775.07	2.0893	39.433	0.10449	vapor
1047	2								230.69	0.0043347	65.011	73.681	146.3	33.717	42.302	775.42	2.0835	39.471	0.10463	vapor
1048	2								230.47	0.004339	65.045	73.723	146.34	33.729	42.313	775.77	2.0778	39.509	0.10477	vapor
1049	2								230.25	0.0043432	65.079	73.765	146.38	33.741	42.325	776.12	2.072	39.547	0.10491	vapor
1050	2								230.02	0.0043474	65.113	73.808	146.42	33.753	42.336	776.47	2.0663	39.585	0.10505	vapor
1051	2								229.8	0.0043516	65.147	73.85	146.46	33.766	42.347	776.82	2.0607	39.623	0.10519	vapor
1052	2								229.58	0.0043559	65.181	73.892	146.5	33.778	42.359	777.17	2.055	39.661	0.10533	vapor
1053	2								229.35	0.0043601	65.214	73.935	146.54	33.79	42.37	777.52	2.0494	39.699	0.10547	vapor
1054	2								229.13	0.0043643	65.248	73.977	146.58	33.802	42.381	777.86	2.0437	39.736	0.10561	vapor
1055	2								228.91	0.0043685	65.282	74.019	146.62	33.814	42.392	778.21	2.0381	39.774	0.10575	vapor
1056	2								228.69	0.0043727	65.316	74.062	146.66	33.826	42.404	778.56	2.0325	39.812	0.10589	vapor
1057	2								228.47	0.004377	65.35	74.104	146.7	33.838	42.415	778.91	2.027	39.85	0.10603	vapor
1058	2								228.25	0.0043812	65.384	74.147	146.74	33.85	42.426	779.25	2.0214	39.888	0.10617	vapor
1059	2								228.03	0.0043854	65.418	74.189	146.78	33.862	42.438	779.6	2.0159	39.925	0.1063	vapor
1060	2								227.81	0.0043896	65.452	74.231	146.82	33.875	42.449	779.95	2.0104	39.963	0.10644	vapor
1061	2								227.59	0.0043939	65.486	74.274	146.86	33.887	42.46	780.29	2.0049	40.001	0.10658	vapor
1062	2								227.37	0.0043981	65.52	74.316	146.9	33.899	42.471	780.64	1.9994	40.039	0.10672	vapor
1063	2								227.15	0.0044023	65.554	74.359	146.94	33.911	42.483	780.99	1.994	40.076	0.10686	vapor
1064	2								226.94	0.0044065	65.588	74.401	146.98	33.923	42.494	781.33	1.9886	40.114	0.107	vapor
1065	2								226.72	0.0044107	65.622	74.444	147.02	33.935	42.505	781.68	1.9832	40.152	0.10714	vapor
1066	2								226.5	0.004415	65.656	74.486	147.06	33.947	42.517	782.02	1.9778	40.19	0.10728	vapor
1067	2								226.29	0.0044192	65.69	74.529	147.1	33.959	42.528	782.37	1.9724	40.227	0.10742	vapor
1068	2								226.07	0.0044234	65.725	74.571	147.14	33.971	42.539	782.71	1.967	40.265	0.10756	vapor
1069	2								225.85	0.0044276	65.759	74.614	147.18	33.984	42.551	783.06	1.9617	40.303	0.1077	vapor
1070	2								225.64	0.0044318	65.793	74.657	147.22	33.996	42.562	783.4	1.9564	40.34	0.10784	vapor
1071	2								225.43	0.0044361	65.827	74.699	147.26	34.008	42.573	783.75	1.9511	40.378	0.10798	vapor
1072	2								225.21	0.0044403	65.861	74.742	147.3	34.02	42.585	784.09	1.9458	40.415	0.10812	vapor
1073	2								225	0.0044445	65.895	74.784	147.34	34.032	42.596	784.44	1.9405	40.453	0.10826	vapor
1074	2								224.78	0.0044487	65.929	74.827	147.38	34.044	42.607	784.78	1.9353	40.491	0.1084	vapor
1075	2								224.57	0.0044529	65.964	74.869	147.42	34.056	42.619	785.12	1.9301	40.528	0.10854	vapor
1076	2								224.36	0.0044572	65.998	74.912	147.46	34.068	42.63	785.47	1.9249	40.566	0.10868	vapor
1077	2								224.15	0.0044614	66.032	74.955	147.5	34.08	42.642	785.81	1.9197	40.603	0.10882	vapor
1078	2								223.93	0.0044656	66.066	74.997	147.54	34.093	42.653	786.16	1.9145	40.641	0.10896	vapor
1079	2								223.72	0.0044698	66.1	75.04	147.58	34.105	42.664	786.5	1.9093	40.678	0.1091	vapor
1080	2								223.51	0.004474	66.135	75.083	147.62	34.117	42.676	786.84	1.9042	40.716	0.10924	vapor
1081	2								223.3	0.0044783	66.169	75.125	147.66	34.129	42.687	787.18	1.8991	40.754	0.10938	vapor
1082	2								223.09	0.0044825	66.203	75.168	147.7	34.141	42.698	787.53	1.894	40.791	0.10952	vapor
1083	2								222.88	0.0044867	66.237	75.211	147.74	34.153	42.71	787.87	1.8889	40.828	0.10966	vapor
1084	2								222.67	0.0044909	66.272	75.253	147.78	34.165	42.721	788.21	1.8838	40.866	0.1098	vapor
1085	2								222.46	0.0044951	66.306	75.296	147.82	34.177	42.732	788.55	1.8788	40.903	0.10994	vapor
1086	2								222.25	0.0044993	66.34	75.339	147.86	34.189	42.744	788.89	1.8737	40.941	0.11008	vapor
1087	2								222.05	0.0045036	66.375	75.382	147.9	34.201	42.755	789.24	1.8687	40.978	0.11022	vapor
1088	2								221.84	0.0045078	66.409	75.424	147.93	34.214	42.767	789.58	1.8637	41.016	0.11036	vapor
1089	2								221.63	0.004512	66.443	75.467	147.97	34.226	42.778	789.92	1.8587	41.053	0.1105	vapor
1090	2								221.42	0.0045162	66.478	75.51	148.01	34.238	42.789	790.26	1.8538	41.091	0.11064	vapor
1091	2								221.22	0.0045204	66.512	75.553	148.05	34.25	42.801	790.6	1.8488	41.128	0.11078	vapor
1092	2								221.01	0.0045246	66.546	75.596	148.09	34.262	42.812	790.94	1.8439	41.165	0.11093	vapor
1093	2								220.81	0.0045288	66.581	75.638	148.13	34.274	42.824	791.28	1.839	41.203	0.11107	vapor
1094	2								220.6	0.0045331	66.615	75.681	148.17	34.286	42.835	791.62	1.8341	41.24	0.11121	vapor
1095	2								220.4	0.0045373	66.65	75.724	148.21	34.298	42.846	791.96	1.8292	41.277	0.11135	vapor
1096	2								220.19	0.0045415	66.684	75.767	148.25	34.31	42.858	792.3	1.8243	41.315	0.11149	vapor
1097	2								219.99	0.0045457	66.718	75.81	148.29	34.322	42.869	792.64	1.8195	41.352	0.11163	vapor
1098	2								219.78	0.0045499	66.753	75.853	148.33	34.334	42.88	792.98	1.8146	41.389	0.11177	vapor
1099	2								219.58	0.0045541	66.787	75.896	148.37	34.347	42.892	793.32	1.8098	41.426	0.11191	vapor
1100	2								219.38	0.0045584	66.822	75.938	148.4	34.359	42.903	793.66	1.805	41.464	0.11205	vapor
1101	2								219.17	0.0045626	66.856	75.981	148.44	34.371	42.915	794	1.8002	41.501	0.11219	vapor
1102	2								218.97	0.0045668	66.891	76.024	148.48	34.383	42.926	794.33	1.7955	41.538	0.11233	vapor
1103	2								218.77	0.004571	66.925	76.067	148.52	34.395	42.937	794.67	1.7907	41.575	0.11247	vapor
1104	2								218.57	0.0045752	66.96	76.11	148.56	34.407	42.949	795.01	1.786	41.613	0.11261	vapor
1105	2								218.37	0.0045794	66.994	76.153	148.6	34.419	42.96	795.35	1.7812	41.65	0.11275	vapor
1106	2								218.17	0.0045836	67.029	76.196	148.64	34.431	42.972	795.69	1.7765	41.687	0.1129	vapor
1107	2								217.97	0.0045879	67.063	76.239	148.68	34.443	42.983	796.03	1.7718	41.724	0.11304	vapor
1108	2								217.77	0.0045921	67.098	76.282	148.72	34.455	42.994	796.36	1.7672	41.761	0.11318	vapor
1109	2								217.57	0.0045963	67.133	76.325	148.75	34.467	43.006	796.7	1.7625	41.799	0.11332	vapor
1110	2								217.37	0.0046005	67.167	76.368	148.79	34.479	43.017	797.04	1.7579	41.836	0.11346	vapor
1111	2								217.17	0.0046047	67.202	76.411	148.83	34.491	43.029	797.37	1.7532	41.873	0.1136	vapor
1112	2								216.97	0.0046089	67.236	76.454	148.87	34.504	43.04	797.71	1.7486	41.91	0.11374	vapor
1113	2								216.77	0.0046131	67.271	76.497	148.91	34.516	43.052	798.05	1.744	41.947	0.11388	vapor
1114	2								216.57	0.0046173	67.306	76.54	148.95	34.528	43.063	798.38	1.7394	41.984	0.11402	vapor
1115	2								216.38	0.0046216	67.34	76.583	148.99	34.54	43.074	798.72	1.7349	42.021	0.11417	vapor
1116	2								216.18	0.0046258	67.375	76.626	149.03	34.552	43.086	799.06	1.7303	42.058	0.11431	vapor
1117	2								215.98	0.00463	67.41	76.669	149.06	34.564	43.097	799.39	1.7258	42.095	0.11445	vapor
1118	2								215.79	0.0046342	67.444	76.713	149.1	34.576	43.109	799.73	1.7212	42.132	0.11459	vapor
1119	2								215.59	0.0046384	67.479	76.756	149.14	34.588	43.12	800.06	1.7167	42.169	0.11473	vapor
1120	2								215.4	0.0046426	67.514	76.799	149.18	34.6	43.131	800.4	1.7122	42.206	0.11487	vapor
1121	2								215.2	0.0046468	67.548	76.842	149.22	34.612	43.143	800.73	1.7078	42.243	0.11501	vapor
1122	2								215.01	0.004651	67.583	76.885	149.26	34.624	43.154	801.07	1.7033	42.28	0.11515	vapor
1123	2								214.81	0.0046552	67.618	76.928	149.29	34.636	43.166	801.4	1.6988	42.317	0.1153	vapor
1124	2								214.62	0.0046595	67.653	76.971	149.33	34.648	43.177	801.74	1.6944	42.354	0.11544	vapor
1125	2								214.42	0.0046637	67.687	77.015	149.37	34.66	43.189	802.07	1.69	42.391	0.11558	vapor
1126	2								214.23	0.0046679	67.722	77.058	149.41	34.672	43.2	802.41	1.6856	42.428	0.11572	vapor
1127	2								214.04	0.0046721	67.757	77.101	149.45	34.684	43.211	802.74	1.6812	42.465	0.11586	vapor
1128	2								213.84	0.0046763	67.792	77.144	149.49	34.696	43.223	803.08	1.6768	42.502	0.116	vapor
1129	2								213.65	0.0046805	67.826	77.187	149.52	34.708	43.234	803.41	1.6724	42.539	0.11614	vapor
1130	2								213.46	0.0046847	67.861	77.231	149.56	34.72	43.246	803.74	1.6681	42.576	0.11629	vapor
1131	2								213.27	0.0046889	67.896	77.274	149.6	34.732	43.257	804.08	1.6638	42.613	0.11643	vapor
1132	2								213.08	0.0046931	67.931	77.317	149.64	34.744	43.268	804.41	1.6594	42.65	0.11657	vapor
1133	2								212.89	0.0046973	67.966	77.36	149.68	34.756	43.28	804.74	1.6551	42.687	0.11671	vapor
1134	2								212.7	0.0047015	68.001	77.404	149.72	34.768	43.291	805.08	1.6508	42.723	0.11685	vapor
1135	2								212.51	0.0047058	68.036	77.447	149.75	34.78	43.303	805.41	1.6466	42.76	0.11699	vapor
1136	2								212.32	0.00471	68.07	77.49	149.79	34.792	43.314	805.74	1.6423	42.797	0.11714	vapor
1137	2								212.13	0.0047142	68.105	77.534	149.83	34.804	43.325	806.07	1.638	42.834	0.11728	vapor
1138	2								211.94	0.0047184	68.14	77.577	149.87	34.816	43.337	806.41	1.6338	42.871	0.11742	vapor
1139	2								211.75	0.0047226	68.175	77.62	149.91	34.828	43.348	806.74	1.6296	42.907	0.11756	vapor
1140	2								211.56	0.0047268	68.21	77.664	149.94	34.84	43.36	807.07	1.6254	42.944	0.1177	vapor
1141	2								211.37	0.004731	68.245	77.707	149.98	34.852	43.371	807.4	1.6212	42.981	0.11785	vapor
1142	2								211.18	0.0047352	68.28	77.75	150.02	34.864	43.383	807.73	1.617	43.018	0.11799	vapor
1143	2								211	0.0047394	68.315	77.794	150.06	34.876	43.394	808.07	1.6128	43.054	0.11813	vapor
1144	2								210.81	0.0047436	68.35	77.837	150.1	34.888	43.405	808.4	1.6086	43.091	0.11827	vapor
1145	2								210.62	0.0047478	68.385	77.881	150.13	34.9	43.417	808.73	1.6045	43.128	0.11841	vapor
1146	2								210.44	0.004752	68.42	77.924	150.17	34.912	43.428	809.06	1.6004	43.165	0.11856	vapor
1147	2								210.25	0.0047563	68.455	77.968	150.21	34.924	43.44	809.39	1.5962	43.201	0.1187	vapor
1148	2								210.06	0.0047605	68.49	78.011	150.25	34.936	43.451	809.72	1.5921	43.238	0.11884	vapor
1149	2								209.88	0.0047647	68.525	78.054	150.29	34.948	43.462	810.05	1.588	43.275	0.11898	vapor
1150	2								209.69	0.0047689	68.56	78.098	150.32	34.96	43.474	810.38	1.584	43.311	0.11912	vapor
1151	2								209.51	0.0047731	68.595	78.141	150.36	34.972	43.485	810.71	1.5799	43.348	0.11927	vapor
1152	2								209.32	0.0047773	68.63	78.185	150.4	34.984	43.497	811.04	1.5758	43.385	0.11941	vapor
1153	2								209.14	0.0047815	68.665	78.228	150.44	34.996	43.508	811.37	1.5718	43.421	0.11955	vapor
1154	2								208.96	0.0047857	68.7	78.272	150.47	35.008	43.519	811.7	1.5678	43.458	0.11969	vapor
1155	2								208.77	0.0047899	68.736	78.315	150.51	35.02	43.531	812.03	1.5638	43.494	0.11984	vapor
1156	2								208.59	0.0047941	68.771	78.359	150.55	35.032	43.542	812.36	1.5598	43.531	0.11998	vapor
1157	2								208.41	0.0047983	68.806	78.403	150.59	35.044	43.554	812.69	1.5558	43.567	0.12012	vapor
1158	2								208.22	0.0048025	68.841	78.446	150.63	35.056	43.565	813.02	1.5518	43.604	0.12026	vapor
1159	2								208.04	0.0048067	68.876	78.49	150.66	35.068	43.576	813.35	1.5478	43.641	0.12041	vapor
1160	2								207.86	0.0048109	68.911	78.533	150.7	35.08	43.588	813.67	1.5439	43.677	0.12055	vapor
1161	2								207.68	0.0048151	68.947	78.577	150.74	35.092	43.599	814	1.5399	43.714	0.12069	vapor
1162	2								207.5	0.0048193	68.982	78.62	150.78	35.103	43.611	814.33	1.536	43.75	0.12083	vapor
1163	2								207.32	0.0048236	69.017	78.664	150.81	35.115	43.622	814.66	1.5321	43.787	0.12097	vapor
1164	2								207.14	0.0048278	69.052	78.708	150.85	35.127	43.633	814.99	1.5282	43.823	0.12112	vapor
1165	2								206.96	0.004832	69.087	78.751	150.89	35.139	43.645	815.32	1.5243	43.859	0.12126	vapor
1166	2								206.78	0.0048362	69.123	78.795	150.93	35.151	43.656	815.64	1.5204	43.896	0.1214	vapor
1167	2								206.6	0.0048404	69.158	78.839	150.96	35.163	43.668	815.97	1.5166	43.932	0.12155	vapor
1168	2								206.42	0.0048446	69.193	78.882	151	35.175	43.679	816.3	1.5127	43.969	0.12169	vapor
1169	2								206.24	0.0048488	69.228	78.926	151.04	35.187	43.69	816.62	1.5089	44.005	0.12183	vapor
1170	2								206.06	0.004853	69.264	78.97	151.08	35.199	43.702	816.95	1.505	44.042	0.12197	vapor
1171	2								205.88	0.0048572	69.299	79.013	151.11	35.211	43.713	817.28	1.5012	44.078	0.12212	vapor
1172	2								205.7	0.0048614	69.334	79.057	151.15	35.223	43.724	817.61	1.4974	44.114	0.12226	vapor
1173	2								205.52	0.0048656	69.37	79.101	151.19	35.234	43.736	817.93	1.4936	44.151	0.1224	vapor
1174	2								205.35	0.0048698	69.405	79.145	151.22	35.246	43.747	818.26	1.4898	44.187	0.12254	vapor
1175	2								205.17	0.004874	69.44	79.188	151.26	35.258	43.759	818.58	1.4861	44.223	0.12269	vapor
1176	2								204.99	0.0048782	69.476	79.232	151.3	35.27	43.77	818.91	1.4823	44.26	0.12283	vapor
1177	2								204.82	0.0048824	69.511	79.276	151.34	35.282	43.781	819.24	1.4785	44.296	0.12297	vapor
1178	2								204.64	0.0048866	69.546	79.32	151.37	35.294	43.793	819.56	1.4748	44.332	0.12312	vapor
1179	2								204.46	0.0048908	69.582	79.363	151.41	35.306	43.804	819.89	1.4711	44.369	0.12326	vapor
1180	2								204.29	0.004895	69.617	79.407	151.45	35.317	43.815	820.21	1.4674	44.405	0.1234	vapor
1181	2								204.11	0.0048992	69.653	79.451	151.48	35.329	43.827	820.54	1.4637	44.441	0.12354	vapor
1182	2								203.94	0.0049034	69.688	79.495	151.52	35.341	43.838	820.86	1.46	44.477	0.12369	vapor
1183	2								203.76	0.0049076	69.723	79.539	151.56	35.353	43.849	821.19	1.4563	44.514	0.12383	vapor
1184	2								203.59	0.0049118	69.759	79.583	151.6	35.365	43.861	821.51	1.4526	44.55	0.12397	vapor
1185	2								203.42	0.004916	69.794	79.626	151.63	35.377	43.872	821.84	1.449	44.586	0.12412	vapor
1186	2								203.24	0.0049202	69.83	79.67	151.67	35.389	43.883	822.16	1.4453	44.622	0.12426	vapor
1187	2								203.07	0.0049244	69.865	79.714	151.71	35.4	43.895	822.49	1.4417	44.659	0.1244	vapor
1188	2								202.9	0.0049286	69.901	79.758	151.74	35.412	43.906	822.81	1.4381	44.695	0.12455	vapor
1189	2								202.72	0.0049328	69.936	79.802	151.78	35.424	43.918	823.13	1.4345	44.731	0.12469	vapor
1190	2								202.55	0.004937	69.972	79.846	151.82	35.436	43.929	823.46	1.4309	44.767	0.12483	vapor
1191	2								202.38	0.0049412	70.007	79.89	151.85	35.448	43.94	823.78	1.4273	44.803	0.12498	vapor
1192	2								202.21	0.0049454	70.043	79.934	151.89	35.46	43.952	824.1	1.4237	44.839	0.12512	vapor
1193	2								202.03	0.0049496	70.079	79.978	151.93	35.471	43.963	824.43	1.4201	44.875	0.12526	vapor
1194	2								201.86	0.0049538	70.114	80.022	151.97	35.483	43.974	824.75	1.4166	44.912	0.12541	vapor
1195	2								201.69	0.004958	70.15	80.066	152	35.495	43.986	825.07	1.413	44.948	0.12555	vapor
1196	2								201.52	0.0049622	70.185	80.11	152.04	35.507	43.997	825.4	1.4095	44.984	0.12569	vapor
1197	2								201.35	0.0049664	70.221	80.154	152.08	35.519	44.008	825.72	1.406	45.02	0.12584	vapor
1198	2								201.18	0.0049706	70.256	80.198	152.11	35.53	44.019	826.04	1.4024	45.056	0.12598	vapor
1199	2								201.01	0.0049748	70.292	80.242	152.15	35.542	44.031	826.37	1.3989	45.092	0.12612	vapor
1200	2								200.84	0.004979	70.328	80.286	152.19	35.554	44.042	826.69	1.3955	45.128	0.12627	vapor
1201	2								200.67	0.0049832	70.363	80.33	152.22	35.566	44.053	827.01	1.392	45.164	0.12641	vapor
1202	2								200.5	0.0049874	70.399	80.374	152.26	35.577	44.065	827.33	1.3885	45.2	0.12655	vapor
1203	2								200.33	0.0049916	70.435	80.418	152.3	35.589	44.076	827.65	1.385	45.236	0.1267	vapor
1204	2								200.17	0.0049958	70.47	80.462	152.33	35.601	44.087	827.98	1.3816	45.272	0.12684	vapor
1205	2								200	0.005	70.506	80.506	152.37	35.613	44.099	828.3	1.3781	45.308	0.12698	vapor
1206	2								199.83	0.0050042	70.542	80.55	152.41	35.624	44.11	828.62	1.3747	45.344	0.12713	vapor
1207	2								199.66	0.0050084	70.577	80.594	152.44	35.636	44.121	828.94	1.3713	45.38	0.12727	vapor
